"","location","start.date","stratum","start.depth_m","end.depth_m","taxon.code","species.name","subsample.volume_mL","cell.count","correction.factor","cell.length_um","cell.width_um","cell.volume_um3","cell.density_cells.L","biomass_mg.m3","stratum.volume"
"910","227",2014-09-29,"EPI","0.00","2.00","P2235","Ankistrodesmus spiralis Lemmermann","2","17","39683","30.00","2.00","47.10","674611","31.77",NA
"911","227",2014-09-29,"EPI","0.00","2.00","P2260","Monomastix minuta Skuja","2","6","39683","6.20","3.00","19.50","238098","4.64",NA
"912","227",2014-09-29,"EPI","0.00","2.00","P4351","Small chrysophyceae","2","10","39683","3.20","3.20","17.20","396830","6.83",NA
"913","227",2014-09-29,"EPI","0.00","2.00","P4352","Large chrysophyceae","2","3","39683","9.00","9.00","381.70","119049","45.44",NA
"914","227",2014-09-29,"EPI","0.00","2.00","P4355","Chrysochromulina parva Lackey","2","45","39683","5.50","5.50","87.10","1785735","155.54",NA
"915","227",2014-09-29,"EPI","0.00","2.00","P4358","Chrysostephanospaera globulifera Scherffel","2","4","39683","8.00","8.00","268.10","158732","42.56",NA
"916","227",2014-09-29,"EPI","0.00","2.00","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","17","39683","6.00","3.50","38.50","674611","25.97",NA
"917","227",2014-09-29,"EPI","0.00","2.00","P5511","Rhizosolenia eriense H.L. Smith","2","1","39683","11.00","3.00","77.80","39683","3.09",NA
"918","227",2014-09-29,"EPI","0.00","2.00","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","2","39683","34.00","4.00","142.40","79366","11.30",NA
"919","227",2014-09-29,"EPI","0.00","2.00","P6558","Cryptomonas erosa Ehrenberg","2","127","1000","23.80","14.00","1628.30","127000","206.79",NA
"920","227",2014-09-29,"EPI","0.00","2.00","P6559","Cryptomonas ovata Ehrenberg","2","2","1000","40.00","18.00","4523.90","2000","9.05",NA
"921","227",2014-09-29,"EPI","0.00","2.00","P6562","Cryptomonas reflexa (Marsson) Skuja","2","2","1000","21.00","10.00","733.00","2000","1.47",NA
"922","227",2014-09-29,"EPI","0.00","2.00","P6565","Cryptomonas rostratiformis Skuja","2","2","1000","30.00","14.00","2052.50","2000","4.11",NA
"923","227",2014-09-29,"EPI","0.00","2.00","P6568","Katablepharis ovalis Skuja","2","6","39683","8.60","4.00","51.60","238098","12.29",NA
"924","227",2014-09-29,"EPI","0.00","2.00","P7632","Gymnodinium sp.","2","18","1000","27.10","27.10","10420.90","18000","187.58",NA
"925","227",2014-09-29,"EPI","0.00","2.00","P7639","Peridinium pusillum (Penard) Lemmermann","2","39","1000","18.00","16.00","2412.70","39000","94.10",NA
"926","227",2014-09-29,"EPI","0.00","2.00","P7641","Peridinium aciculiferum Lemmermann","2","4","1000","30.00","24.00","9047.80","4000","36.19",NA
"927","227",2014-09-29,"META","2.00","3.00","P1054","Planktolyngbya limnetica","2","28","39683","200.00","2.00","628.30","1111124","698.12",NA
"928","227",2014-09-29,"META","2.00","3.00","P1072","Heterocysts","2","106","39683","6.00","3.00","28.30","4206398","119.04",NA
"929","227",2014-09-29,"META","2.00","3.00","P1074","Aphanizomenon schindlerii Kling, Findlay and Komarek","2","2475","39683","5.60","3.00","26.40","98215425","2592.89",NA
"930","227",2014-09-29,"META","2.00","3.00","P2105","Chlamydomonas spp.","2","11","39683","7.00","3.30","39.90","436513","17.42",NA
"931","227",2014-09-29,"META","2.00","3.00","P2105","Chlamydomonas spp.","2","9","39683","10.60","8.00","355.20","357147","126.86",NA
"932","227",2014-09-29,"META","2.00","3.00","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","16","39683","4.00","4.00","11.20","634928","7.11",NA
"933","227",2014-09-29,"META","2.00","3.00","P2121","Oocystis lacustris Chodat","2","30","39683","6.00","4.00","50.30","1190490","59.88",NA
"934","227",2014-09-29,"META","2.00","3.00","P2126","Chodatella sp.","2","1","39683","6.00","4.00","50.30","39683","2.00",NA
"935","227",2014-09-29,"META","2.00","3.00","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","17","39683","9.30","5.00","81.20","674611","54.78",NA
"936","227",2014-09-29,"META","2.00","3.00","P2132","Scenedesmus denticulatus Lagerhiem","2","10","39683","7.00","3.30","26.60","396830","10.56",NA
"937","227",2014-09-29,"META","2.00","3.00","P2136","Dictyosphaerium pulchellum Wood","2","2020","39683","6.00","6.00","113.10","80159660","9066.06",NA
"938","227",2014-09-29,"META","2.00","3.00","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","22","39683","23.00","1.50","20.30","873026","17.72",NA
"939","227",2014-09-29,"META","2.00","3.00","P2157","Kichnerella lunaris (Kirchn.) Moeb.","2","34","39683","7.00","2.30","14.50","1349222","19.56",NA
"940","227",2014-09-29,"META","2.00","3.00","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","12","39683","6.00","6.00","37.70","476196","17.95",NA
"941","227",2014-09-29,"META","2.00","3.00","P2235","Ankistrodesmus spiralis Lemmermann","2","24","39683","30.00","2.20","57.00","952392","54.29",NA
"942","227",2014-09-29,"META","2.00","3.00","P4351","Small chrysophyceae","2","14","39683","3.20","3.20","17.20","555562","9.56",NA
"943","227",2014-09-29,"META","2.00","3.00","P4355","Chrysochromulina parva Lackey","2","4","39683","5.50","5.50","87.10","158732","13.83",NA
"944","227",2014-09-29,"META","2.00","3.00","P4358","Chrysostephanospaera globulifera Scherffel","2","3","39683","8.20","8.20","288.70","119049","34.37",NA
"945","227",2014-09-29,"META","2.00","3.00","P4383","Dinobryon bavaricum Imhof","2","1","39683","12.00","6.00","226.20","39683","8.98",NA
"946","227",2014-09-29,"META","2.00","3.00","P4383","Dinobryon bavaricum Imhof","2","2","1000","0.00","0.00","1991.00","2000","3.98",NA
"947","227",2014-09-29,"META","2.00","3.00","P4400","Ochromonas sp.","2","1","39683","8.60","4.30","83.30","39683","3.31",NA
"948","227",2014-09-29,"META","2.00","3.00","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","18","39683","6.00","3.50","38.50","714294","27.50",NA
"949","227",2014-09-29,"META","2.00","3.00","P5511","Rhizosolenia eriense H.L. Smith","2","1","39683","12.00","4.00","150.80","39683","5.98",NA
"950","227",2014-09-29,"META","2.00","3.00","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","5","39683","34.00","4.00","142.40","198415","28.25",NA
"951","227",2014-09-29,"META","2.00","3.00","P6558","Cryptomonas erosa Ehrenberg","2","95","1000","24.60","14.00","1683.10","95000","159.89",NA
"952","227",2014-09-29,"META","2.00","3.00","P6559","Cryptomonas ovata Ehrenberg","2","3","1000","40.00","18.00","4523.90","3000","13.57",NA
"953","227",2014-09-29,"META","2.00","3.00","P6565","Cryptomonas rostratiformis Skuja","2","4","1000","33.00","14.00","2257.80","4000","9.03",NA
"954","227",2014-09-29,"META","2.00","3.00","P6568","Katablepharis ovalis Skuja","2","7","39683","8.60","4.00","51.60","277781","14.33",NA
"955","227",2014-09-29,"META","2.00","3.00","P7632","Gymnodinium sp.","2","3","1000","25.30","25.30","8479.30","3000","25.44",NA
"956","227",2014-09-29,"META","2.00","3.00","P7639","Peridinium pusillum (Penard) Lemmermann","2","23","1000","18.00","16.00","2412.70","23000","55.49",NA
"957","227",2014-09-29,"META","2.00","3.00","P7641","Peridinium aciculiferum Lemmermann","2","8","1000","30.00","24.00","9047.80","8000","72.38",NA
"958","227",2014-10-15,"EPI","0.00","3.00","P1054","Planktolyngbya limnetica","2","21","39683","179.00","2.00","562.30","833343","468.59",NA
"959","227",2014-10-15,"EPI","0.00","3.00","P1072","Heterocysts","2","53","39683","6.00","3.00","28.30","2103199","59.52",NA
"960","227",2014-10-15,"EPI","0.00","3.00","P1074","Aphanizomenon schindlerii Kling, Findlay and Komarek","2","1093","39683","5.60","3.00","26.40","43373519","1145.06",NA
"961","227",2014-10-15,"EPI","0.00","3.00","P2105","Chlamydomonas spp.","2","12","39683","8.00","4.00","67.00","476196","31.91",NA
"962","227",2014-10-15,"EPI","0.00","3.00","P2105","Chlamydomonas spp.","2","20","39683","10.00","10.00","523.60","793660","415.56",NA
"963","227",2014-10-15,"EPI","0.00","3.00","P2107","Chlorogonium maximum Skuja","2","2","1000","91.00","8.00","4574.20","2000","9.15",NA
"964","227",2014-10-15,"EPI","0.00","3.00","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","16","39683","4.00","4.00","11.20","634928","7.11",NA
"965","227",2014-10-15,"EPI","0.00","3.00","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","14","39683","9.10","4.00","50.80","555562","28.22",NA
"966","227",2014-10-15,"EPI","0.00","3.00","P2132","Scenedesmus denticulatus Lagerhiem","2","19","39683","8.00","4.40","54.10","753977","40.79",NA
"967","227",2014-10-15,"EPI","0.00","3.00","P2136","Dictyosphaerium pulchellum Wood","2","439","39683","6.00","6.00","113.10","17420837","1970.30",NA
"968","227",2014-10-15,"EPI","0.00","3.00","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","17","39683","19.30","1.50","17.10","674611","11.54",NA
"969","227",2014-10-15,"EPI","0.00","3.00","P2145","Crucigenia quadrata Morr.","2","21","39683","3.00","3.00","4.70","833343","3.92",NA
"970","227",2014-10-15,"EPI","0.00","3.00","P2157","Kichnerella lunaris (Kirchn.) Moeb.","2","3","39683","7.00","2.40","15.80","119049","1.88",NA
"971","227",2014-10-15,"EPI","0.00","3.00","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","3","39683","6.00","6.00","37.70","119049","4.49",NA
"972","227",2014-10-15,"EPI","0.00","3.00","P2222","Treubaria sp.","2","3","39683","3.00","3.00","14.10","119049","1.68",NA
"973","227",2014-10-15,"EPI","0.00","3.00","P2235","Ankistrodesmus spiralis Lemmermann","2","55","39683","31.00","2.10","53.70","2182565","117.20",NA
"974","227",2014-10-15,"EPI","0.00","3.00","P2260","Monomastix minuta Skuja","2","69","39683","6.00","3.10","20.10","2738127","55.04",NA
"975","227",2014-10-15,"EPI","0.00","3.00","P4351","Small chrysophyceae","2","40","39683","3.00","3.00","14.10","1587320","22.38",NA
"976","227",2014-10-15,"EPI","0.00","3.00","P4355","Chrysochromulina parva Lackey","2","44","39683","5.10","5.10","69.50","1746052","121.35",NA
"977","227",2014-10-15,"EPI","0.00","3.00","P4358","Chrysostephanospaera globulifera Scherffel","2","17","39683","10.00","10.00","523.60","674611","353.23",NA
"978","227",2014-10-15,"EPI","0.00","3.00","P4363","Spinifiromonas sirratus***************","2","8","39683","5.60","5.60","92.00","317464","29.21",NA
"979","227",2014-10-15,"EPI","0.00","3.00","P4383","Dinobryon bavaricum Imhof","2","11","1000","0.00","0.00","3390.00","11000","37.29",NA
"980","227",2014-10-15,"EPI","0.00","3.00","P4388","Dinobryon sertularia Ehrenberg","2","1","1000","0.00","0.00","4910.00","1000","4.91",NA
"981","227",2014-10-15,"EPI","0.00","3.00","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","11","39683","6.00","3.30","34.20","436513","14.93",NA
"982","227",2014-10-15,"EPI","0.00","3.00","P5511","Rhizosolenia eriense H.L. Smith","2","2","39683","11.00","3.20","88.50","79366","7.02",NA
"983","227",2014-10-15,"EPI","0.00","3.00","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","22","39683","35.10","4.00","147.00","873026","128.33",NA
"984","227",2014-10-15,"EPI","0.00","3.00","P6554","Rhodomonas minuta Skuja","2","9","39683","12.00","6.00","150.80","357147","53.86",NA
"985","227",2014-10-15,"EPI","0.00","3.00","P6558","Cryptomonas erosa Ehrenberg","2","160","1000","24.60","14.00","1683.10","160000","269.30",NA
"986","227",2014-10-15,"EPI","0.00","3.00","P6559","Cryptomonas ovata Ehrenberg","2","10","1000","38.40","18.00","4342.90","10000","43.43",NA
"987","227",2014-10-15,"EPI","0.00","3.00","P6562","Cryptomonas reflexa (Marsson) Skuja","2","53","1000","22.00","12.00","1105.80","53000","58.61",NA
"988","227",2014-10-15,"EPI","0.00","3.00","P6565","Cryptomonas rostratiformis Skuja","2","17","1000","31.60","14.00","2162.00","17000","36.75",NA
"989","227",2014-10-15,"EPI","0.00","3.00","P6568","Katablepharis ovalis Skuja","2","5","39683","9.00","4.10","58.00","198415","11.51",NA
"990","227",2014-10-15,"EPI","0.00","3.00","P7632","Gymnodinium sp.","2","34","1000","27.00","27.00","10306.00","34000","350.40",NA
"991","227",2014-10-15,"EPI","0.00","3.00","P7639","Peridinium pusillum (Penard) Lemmermann","2","12","1000","18.50","16.00","2479.80","12000","29.76",NA
"992","227",2014-10-15,"EPI","0.00","3.00","P7641","Peridinium aciculiferum Lemmermann","2","28","1000","31.00","24.00","9349.40","28000","261.78",NA
"993","227",2014-10-28,"EPI","0.00","1.00","P1012","Aphanothece sp.","2","2","39683","0.00","0.00","151.00","79366","11.98",NA
"994","227",2014-10-28,"EPI","0.00","1.00","P1054","Planktolyngbya limnetica","2","11","39683","200.00","2.00","628.30","436513","274.26",NA
"995","227",2014-10-28,"EPI","0.00","1.00","P1072","Heterocysts","2","15","39683","6.00","3.00","28.30","595245","16.85",NA
"996","227",2014-10-28,"EPI","0.00","1.00","P1074","Aphanizomenon schindlerii Kling, Findlay and Komarek","2","561","39683","5.60","3.00","26.40","22262163","587.72",NA
"997","227",2014-10-28,"EPI","0.00","1.00","P2105","Chlamydomonas spp.","2","19","39683","7.00","4.00","58.60","753977","44.18",NA
"998","227",2014-10-28,"EPI","0.00","1.00","P2107","Chlorogonium maximum Skuja","2","3","1000","82.00","8.00","4121.80","3000","12.37",NA
"999","227",2014-10-28,"EPI","0.00","1.00","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","24","39683","4.00","4.00","11.20","952392","10.67",NA
"1000","227",2014-10-28,"EPI","0.00","1.00","P2121","Oocystis lacustris Chodat","2","7","39683","6.00","3.60","40.70","277781","11.31",NA
"1001","227",2014-10-28,"EPI","0.00","1.00","P2126","Chodatella sp.","2","1","39683","5.50","3.20","29.50","39683","1.17",NA
"1002","227",2014-10-28,"EPI","0.00","1.00","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","4","39683","9.00","4.10","52.80","158732","8.38",NA
"1003","227",2014-10-28,"EPI","0.00","1.00","P2136","Dictyosphaerium pulchellum Wood","2","126","39683","6.00","6.00","113.10","5000058","565.51",NA
"1004","227",2014-10-28,"EPI","0.00","1.00","P2138","Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova","2","1","39683","46.00","1.80","78.00","39683","3.10",NA
"1005","227",2014-10-28,"EPI","0.00","1.00","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","33","39683","20.00","1.50","17.70","1309539","23.18",NA
"1006","227",2014-10-28,"EPI","0.00","1.00","P2202","Scourfieldia cordiformis Takeda","2","4","39683","6.00","4.20","55.40","158732","8.79",NA
"1007","227",2014-10-28,"EPI","0.00","1.00","P2204","Ankyra judai (G.M. Smith) Fott","2","2","39683","16.00","2.20","30.40","79366","2.41",NA
"1008","227",2014-10-28,"EPI","0.00","1.00","P2235","Ankistrodesmus spiralis Lemmermann","2","39","39683","31.00","2.20","58.90","1547637","91.16",NA
"1009","227",2014-10-28,"EPI","0.00","1.00","P2260","Monomastix minuta Skuja","2","184","39683","6.00","3.20","21.40","7301672","156.26",NA
"1010","227",2014-10-28,"EPI","0.00","1.00","P4351","Small chrysophyceae","2","15","39683","3.00","3.00","14.10","595245","8.39",NA
"1011","227",2014-10-28,"EPI","0.00","1.00","P4355","Chrysochromulina parva Lackey","2","111","39683","5.20","5.20","73.60","4404813","324.19",NA
"1012","227",2014-10-28,"EPI","0.00","1.00","P4358","Chrysostephanospaera globulifera Scherffel","2","1","39683","8.80","8.80","356.80","39683","14.16",NA
"1013","227",2014-10-28,"EPI","0.00","1.00","P4363","Spinifiromonas sirratus***************","2","1","39683","6.60","6.60","150.50","39683","5.97",NA
"1014","227",2014-10-28,"EPI","0.00","1.00","P4383","Dinobryon bavaricum Imhof","2","39","1000","0.00","0.00","5085.00","39000","198.32",NA
"1015","227",2014-10-28,"EPI","0.00","1.00","P4414","Stichogloea spp.","2","25","39683","10.00","4.00","83.80","992075","83.14",NA
"1016","227",2014-10-28,"EPI","0.00","1.00","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","7","39683","6.00","3.30","34.20","277781","9.50",NA
"1017","227",2014-10-28,"EPI","0.00","1.00","P5511","Rhizosolenia eriense H.L. Smith","2","33","39683","9.00","3.30","77.00","1309539","100.83",NA
"1018","227",2014-10-28,"EPI","0.00","1.00","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","12","39683","36.00","4.00","150.80","476196","71.81",NA
"1019","227",2014-10-28,"EPI","0.00","1.00","P6554","Rhodomonas minuta Skuja","2","7","39683","12.00","6.00","150.80","277781","41.89",NA
"1020","227",2014-10-28,"EPI","0.00","1.00","P6558","Cryptomonas erosa Ehrenberg","2","145","1000","23.60","14.00","1614.60","145000","234.12",NA
"1021","227",2014-10-28,"EPI","0.00","1.00","P6559","Cryptomonas ovata Ehrenberg","2","5","1000","40.00","18.00","4523.90","5000","22.62",NA
"1022","227",2014-10-28,"EPI","0.00","1.00","P6562","Cryptomonas reflexa (Marsson) Skuja","2","82","1000","21.00","12.00","1055.60","82000","86.56",NA
"1023","227",2014-10-28,"EPI","0.00","1.00","P6565","Cryptomonas rostratiformis Skuja","2","5","1000","33.00","14.00","2257.80","5000","11.29",NA
"1024","227",2014-10-28,"EPI","0.00","1.00","P7632","Gymnodinium sp.","2","6","1000","27.00","27.00","10306.00","6000","61.84",NA
"1025","227",2014-10-28,"EPI","0.00","1.00","P7639","Peridinium pusillum (Penard) Lemmermann","2","33","1000","18.20","16.00","2439.60","33000","80.51",NA
"1026","227",2014-10-28,"EPI","0.00","1.00","P7641","Peridinium aciculiferum Lemmermann","2","79","1000","31.00","24.00","9349.40","79000","738.60",NA
"1027","227",2014-10-28,"META","1.00","3.00","P1012","Aphanothece sp.","2","24","39683","0.00","0.00","65.00","952392","61.91",NA
"1028","227",2014-10-28,"META","1.00","3.00","P1054","Planktolyngbya limnetica","2","25","39683","200.00","2.00","628.30","992075","623.32",NA
"1029","227",2014-10-28,"META","1.00","3.00","P1072","Heterocysts","2","15","39683","6.00","3.00","28.30","595245","16.85",NA
"1030","227",2014-10-28,"META","1.00","3.00","P1074","Aphanizomenon schindlerii Kling, Findlay and Komarek","2","659","39683","5.60","3.00","26.40","26151097","690.39",NA
"1031","227",2014-10-28,"META","1.00","3.00","P2105","Chlamydomonas spp.","2","30","39683","8.60","4.00","72.00","1190490","85.72",NA
"1032","227",2014-10-28,"META","1.00","3.00","P2105","Chlamydomonas spp.","2","10","39683","10.00","10.00","523.60","396830","207.78",NA
"1033","227",2014-10-28,"META","1.00","3.00","P2107","Chlorogonium maximum Skuja","2","3","1000","81.00","8.00","4071.50","3000","12.21",NA
"1034","227",2014-10-28,"META","1.00","3.00","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","8","39683","4.00","4.00","11.20","317464","3.56",NA
"1035","227",2014-10-28,"META","1.00","3.00","P2121","Oocystis lacustris Chodat","2","15","39683","6.00","3.30","34.20","595245","20.36",NA
"1036","227",2014-10-28,"META","1.00","3.00","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","7","39683","7.60","4.00","42.40","277781","11.78",NA
"1037","227",2014-10-28,"META","1.00","3.00","P2132","Scenedesmus denticulatus Lagerhiem","2","45","39683","10.00","5.00","87.30","1785735","155.89",NA
"1038","227",2014-10-28,"META","1.00","3.00","P2136","Dictyosphaerium pulchellum Wood","2","249","39683","6.00","6.00","113.10","9881067","1117.55",NA
"1039","227",2014-10-28,"META","1.00","3.00","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","40","39683","21.00","1.50","18.60","1587320","29.52",NA
"1040","227",2014-10-28,"META","1.00","3.00","P2157","Kichnerella lunaris (Kirchn.) Moeb.","2","16","39683","7.00","2.30","14.50","634928","9.21",NA
"1041","227",2014-10-28,"META","1.00","3.00","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","1","39683","6.00","6.00","37.70","39683","1.50",NA
"1042","227",2014-10-28,"META","1.00","3.00","P2202","Scourfieldia cordiformis Takeda","2","1","39683","5.60","4.00","46.90","39683","1.86",NA
"1043","227",2014-10-28,"META","1.00","3.00","P2235","Ankistrodesmus spiralis Lemmermann","2","48","39683","31.00","2.20","58.90","1904784","112.19",NA
"1044","227",2014-10-28,"META","1.00","3.00","P2260","Monomastix minuta Skuja","2","100","39683","6.00","3.30","22.80","3968300","90.48",NA
"1045","227",2014-10-28,"META","1.00","3.00","P3301","Euglena acus Ehrenberg","2","5","1000","116.00","10.30","6443.60","5000","32.22",NA
"1046","227",2014-10-28,"META","1.00","3.00","P4351","Small chrysophyceae","2","33","39683","3.10","3.10","15.60","1309539","20.43",NA
"1047","227",2014-10-28,"META","1.00","3.00","P4355","Chrysochromulina parva Lackey","2","36","39683","5.20","5.20","73.60","1428588","105.14",NA
"1048","227",2014-10-28,"META","1.00","3.00","P4363","Spinifiromonas sirratus***************","2","3","39683","6.30","6.30","130.90","119049","15.58",NA
"1049","227",2014-10-28,"META","1.00","3.00","P4383","Dinobryon bavaricum Imhof","2","13","1000","0.00","0.00","3390.00","13000","44.07",NA
"1050","227",2014-10-28,"META","1.00","3.00","P4400","Ochromonas sp.","2","1","39683","10.10","5.00","132.20","39683","5.25",NA
"1051","227",2014-10-28,"META","1.00","3.00","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","7","39683","6.00","3.30","34.20","277781","9.50",NA
"1052","227",2014-10-28,"META","1.00","3.00","P5511","Rhizosolenia eriense H.L. Smith","2","5","39683","9.00","4.00","113.10","198415","22.44",NA
"1053","227",2014-10-28,"META","1.00","3.00","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","14","39683","36.00","4.00","150.80","555562","83.78",NA
"1054","227",2014-10-28,"META","1.00","3.00","P6554","Rhodomonas minuta Skuja","2","14","39683","12.20","6.00","153.30","555562","85.17",NA
"1055","227",2014-10-28,"META","1.00","3.00","P6558","Cryptomonas erosa Ehrenberg","2","79","1000","23.60","14.00","1614.60","79000","127.55",NA
"1056","227",2014-10-28,"META","1.00","3.00","P6559","Cryptomonas ovata Ehrenberg","2","1","1000","40.00","18.00","4523.90","1000","4.52",NA
"1057","227",2014-10-28,"META","1.00","3.00","P6562","Cryptomonas reflexa (Marsson) Skuja","2","5","1000","21.00","12.00","1055.60","5000","5.28",NA
"1058","227",2014-10-28,"META","1.00","3.00","P6565","Cryptomonas rostratiformis Skuja","2","4","1000","32.00","14.00","2189.30","4000","8.76",NA
"1059","227",2014-10-28,"META","1.00","3.00","P6568","Katablepharis ovalis Skuja","2","2","39683","8.00","3.60","40.20","79366","3.19",NA
"1060","227",2014-10-28,"META","1.00","3.00","P7632","Gymnodinium sp.","2","4","1000","28.00","28.00","11494.00","4000","45.98",NA
"1061","227",2014-10-28,"META","1.00","3.00","P7639","Peridinium pusillum (Penard) Lemmermann","2","8","1000","18.00","16.00","2412.70","8000","19.30",NA
"1062","227",2014-10-28,"META","1.00","3.00","P7641","Peridinium aciculiferum Lemmermann","2","22","1000","30.00","24.00","9047.80","22000","199.05",NA
"1063","227",2015-03-17,"EPI","1","1","P1052","Limnothrix redekei (Van Goor) Meffert","10","1","7184","200.00","2.10","692.70","7184","4.98",NA
"1064","227",2015-03-17,"EPI","1","1","P2105","Chlamydomonas spp.","10","32","7184","6.30","4.00","52.80","229888","12.14",NA
"1065","227",2015-03-17,"EPI","1","1","P2107","Chlorogonium maximum Skuja","10","1","200","94.00","5.00","1845.70","200","0.37",NA
"1066","227",2015-03-17,"EPI","1","1","P2130","Scenedesmus quadricauda (Turp.) Brebisson","10","22","7184","7.00","4.10","41.10","158048","6.50",NA
"1067","227",2015-03-17,"EPI","1","1","P2132","Scenedesmus denticulatus Lagerhiem","10","30","7184","8.60","4.00","48.00","215520","10.34",NA
"1068","227",2015-03-17,"EPI","1","1","P2136","Dictyosphaerium pulchellum Wood","10","23","7184","3.10","3.10","15.60","165232","2.58",NA
"1069","227",2015-03-17,"EPI","1","1","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","10","103","7184","19.30","1.50","17.10","739952","12.65",NA
"1070","227",2015-03-17,"EPI","1","1","P2204","Ankyra judai (G.M. Smith) Fott","10","1","7184","16.00","2.20","30.40","7184","0.22",NA
"1071","227",2015-03-17,"EPI","1","1","P2206","Botryococcus braunii Kutzing","10","3","200","10.00","10.00","523.60","600","0.31",NA
"1072","227",2015-03-17,"EPI","1","1","P2255","Selenastrum copricornutum Printz","10","12","7184","7.00","2.20","17.70","86208","1.53",NA
"1073","227",2015-03-17,"EPI","1","1","P3301","Euglena acus Ehrenberg","10","9","200","96.00","12.00","7238.20","1800","13.03",NA
"1074","227",2015-03-17,"EPI","1","1","P3309","Astasia sp.","10","29","7184","18.00","6.00","339.30","208336","70.69",NA
"1075","227",2015-03-17,"EPI","1","1","P4351","Small chrysophyceae","10","104","7184","3.00","3.00","14.10","747136","10.53",NA
"1076","227",2015-03-17,"EPI","1","1","P4352","Large chrysophyceae","10","45","7184","7.00","7.00","179.60","323280","58.06",NA
"1077","227",2015-03-17,"EPI","1","1","P4355","Chrysochromulina parva Lackey","10","1","7184","5.00","5.00","65.40","7184","0.47",NA
"1078","227",2015-03-17,"EPI","1","1","P4358","Chrysostephanospaera globulifera Scherffel","10","2","7184","9.60","9.60","463.20","14368","6.66",NA
"1079","227",2015-03-17,"EPI","1","1","P4361","Kephyrion boreale Skuja","10","1","7184","4.10","4.10","36.10","7184","0.26",NA
"1080","227",2015-03-17,"EPI","1","1","P4378","Dinobryon borgei Lemmermann","10","3","7184","9.10","3.30","51.90","21552","1.12",NA
"1081","227",2015-03-17,"EPI","1","1","P4383","Dinobryon bavaricum Imhof","10","3","7184","12.00","6.00","226.20","21552","4.88",NA
"1082","227",2015-03-17,"EPI","1","1","P4388","Dinobryon sertularia Ehrenberg","10","10","7184","12.00","6.00","226.20","71840","16.25",NA
"1083","227",2015-03-17,"EPI","1","1","P4388","Dinobryon sertularia Ehrenberg","10","12","200","0.00","0.00","1991.00","2400","4.78",NA
"1084","227",2015-03-17,"EPI","1","1","P4400","Ochromonas sp.","10","1","7184","8.30","4.00","69.50","7184","0.50",NA
"1085","227",2015-03-17,"EPI","1","1","P4401","Uroglena volvox Ehrenberg","10","2","7184","6.00","6.00","113.10","14368","1.63",NA
"1086","227",2015-03-17,"EPI","1","1","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","10","10","7184","6.00","3.30","34.20","71840","2.46",NA
"1087","227",2015-03-17,"EPI","1","1","P5511","Rhizosolenia eriense H.L. Smith","10","5","7184","9.00","3.00","63.60","35920","2.28",NA
"1088","227",2015-03-17,"EPI","1","1","P6554","Rhodomonas minuta Skuja","10","7","7184","11.10","6.00","139.50","50288","7.02",NA
"1089","227",2015-03-17,"EPI","1","1","P6558","Cryptomonas erosa Ehrenberg","10","219","200","24.30","14.00","1662.50","43800","72.82",NA
"1090","227",2015-03-17,"EPI","1","1","P6559","Cryptomonas ovata Ehrenberg","10","5","200","40.00","18.00","4523.90","1000","4.52",NA
"1091","227",2015-03-17,"EPI","1","1","P6562","Cryptomonas reflexa (Marsson) Skuja","10","4","200","21.00","10.00","733.00","800","0.59",NA
"1092","227",2015-03-17,"EPI","1","1","P6565","Cryptomonas rostratiformis Skuja","10","1","200","30.00","14.00","2052.50","200","0.41",NA
"1093","227",2015-03-17,"EPI","1","1","P6568","Katablepharis ovalis Skuja","10","2","7184","9.00","4.00","56.50","14368","0.81",NA
