Access Code,Common Name,Phylum,Class,Order,Suborder,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Qualifier,Description Code,Variety,Preferred,Synonym Equivalent
P4453,,Chrysophyta,Chrysophyceae,Protomastales,.,Craspedomonadaceae,.,.,Desmarella,.,brachycalyx,.,.,PHYT,,,
P4454,,Chrysophyta,Chrysophyceae,Protomastales,.,Craspedomonadaceae,.,.,Sphaeroeca,.,volvox,.,.,PHYT,,*,
P4456,,Chrysophyta,Chrysophyceae,Chromonadales,.,Hydruraceae,.,.,Hydrurus,.,sp.,.,.,PHYT,,*,
P4458,,Chrysophyta,Chrysophyceae,Chromonadales,.,Xanthopyceae,.,.,Ducelliera,.,chodatii,.,.,PHYT,,*,
P4513,,Chrysophyta,Chrysophyceae,Prymnesiales,.,Prymnesiaceae,.,.,Chrysochromulina,.,breviturrita,.,.,PHYT,,*,
P4910,,Chrysophyta,Chrysophyceae,Ochromonadales,.,Ruttneraceae,.,.,Phaeocystis,.,pouchetii,.,.,PHYT,,*,
P4954,,Chrysophyta,Chrysophyceae,Ochromonadales,.,Dinobryoaceae,.,.,Dinobryon,.,baltica,.,.,PHYT,,*,
P5304,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Aulacoseira,.,distans,.,.,PHYT,humilis,*,
P5307,,Chrysophyta,Bacillariophyceae,Naviculales,.,Gomphonemaceae,.,.,Gomphonema,.,gracile,.,.,PHYT,,*,
P5444,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Fragilaria,.,construens,.,.,PHYT,BINODIS,*,
P5445,,Chrysophyta,Bacillariophyceae,Naviculales,.,Gomphonemaceae,.,.,Gomphonema,.,constrictum,.,.,PHYT,,*,
P5446,,Chrysophyta,Bacillariophyceae,Naviculales,.,Gomphonemaceae,.,.,Gomphonema,.,constrictum,.,.,PHYT,capitata,*,
P5447,,Chrysophyta,Bacillariophyceae,Naviculales,.,Gomphonemaceae,.,.,Gomphonema,.,ventricosum,.,.,PHYT,,*,
P5500,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Aulacoseira,.,granulata,.,.,PHYT,,*,
P5501,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Aulacoseira,.,islandica,.,.,PHYT,,*,
P5502,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Aulacoseira,.,italica,.,.,PHYT,,*,
P5503,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Aulacoseira,.,distans,.,.,PHYT,,*,
P5504,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Aulacoseira,.,sp.,.,.,PHYT,,*,
P5505,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Cyclotella,.,meneghiniana,.,.,PHYT,,*,
P5507,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Cyclotella,.,stelligera,.,.,PHYT,,*,
P5508,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Cyclotella,.,psuedostelligera,.,.,PHYT,,*,
P5509,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Cyclotella,.,ocellata,.,.,PHYT,,*,
P5510,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Cyclotella,.,spp.,.,.,PHYT,,*,
P5511,,Chrysophyta,Bacillariophyceae,Rhizosoleniales,.,Rhizosoleneae,.,.,Rhizosolenia,.,eriense,.,.,PHYT,,*,
P5512,,Chrysophyta,Bacillariophyceae,Rhizosoleniales,.,Rhizosoleneae,.,.,Rhizosolenia,.,longiseta,.,.,PHYT,,*,
P5513,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Tabellarioideae,.,.,Tabellaria,.,fenestrata,.,.,PHYT,,*,
P5514,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Tabellarioideae,.,.,Tabellaria,.,flocculsa,.,.,PHYT,,*,
P5515,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Fragilaria,.,crotonensis,.,.,PHYT,,*,
P5516,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Fragilaria,.,construens,.,.,PHYT,,*,
P5517,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Fragilaria,.,spp.,.,.,PHYT,,*,
P5518,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Synedra,.,acus,.,.,PHYT,,*,
P5519,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Synedra,.,acus,.,.,PHYT,radians,*,
P5520,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Synedra,.,acus,.,.,PHYT,angustissima,*,
P5521,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Synedra,.,nana,.,.,PHYT,,*,
P5522,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Synedra,.,sp.,.,.,PHYT,,*,
P5523,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Synedra,.,ulna,.,.,PHYT,,*,
P5524,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Asterionella,.,formosa,.,.,PHYT,,*,
P5525,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Asterionella,.,ralfsii,.,.,PHYT,americana,*,
P5526,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Asterionella,.,sp.,.,.,PHYT,,*,
P5527,,Chrysophyta,Bacillariophyceae,.,.,.,.,.,Small diatoms,.,.,.,.,PHYT,,*,
P5528,,Chrysophyta,Bacillariophyceae,.,.,.,.,.,Large diatoms,.,.,.,.,PHYT,,*,
P5529,,Chrysophyta,Bacillariophyceae,Eunotiales,.,Eunotiaceae,.,.,Eunotia,.,zazumenensis,.,.,PHYT,,*,
P5530,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Stephanodiscus,.,niagarae,.,.,PHYT,,*,
P5531,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Stephanodiscus,.,hantzschii,.,.,PHYT,,*,
P5532,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Stephanodiscus,.,alpinus,.,.,PHYT,,*,
P5534,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Stephanodiscus,.,sp.,.,.,PHYT,,*,
P5535,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Stephanodiscus,.,damasii,.,.,PHYT,,*,
P5536,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Tabellarioideae,.,.,Tabellaria,.,fenestrata,.,.,PHYT,intermedia,*,
P5537,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Stauroneis,.,sp.,.,.,PHYT,,*,
P5538,,Chrysophyta,Bacillariophyceae,.,.,.,.,.,Penate diatoms,.,.,.,.,PHYT,,*,
P5539,,Chrysophyta,Bacillariophyceae,Naviculales,.,Gomphonemaceae,.,.,Gomphonema,.,sp.,.,.,PHYT,,*,
P5540,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Aulacoseira,.,italica,.,.,PHYT,subarctica,*,
P5541,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,clausii,.,.,PHYT,,*,
P5542,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Tabellarioideae,.,.,Tabellaria,.,quadriseptata,.,.,PHYT,,*,
P5543,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Frustrulia,.,sp.,.,.,PHYT,,*,
P5544,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Pinnularia,.,sp.,.,.,PHYT,,*,
P5545,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,sp.,.,.,PHYT,,*,
P5546,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Gyrosigma,.,sp.,.,.,PHYT,,*,
P5547,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Frustrulia,.,rhomboides,.,.,PHYT,,*,
P5549,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Stephanodiscus,.,binderanus,.,.,PHYT,oestrupii,*,
P5550,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Fragilaria,.,capucina,.,.,PHYT,rumpens,*,
P5551,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Cyclotella,.,michiganiana,.,.,PHYT,,*,
P5699,,Chrysophyta,Bacillariophyceae,Rhizosoleniales,.,Rhizosoleneae,.,.,Rhizosolenia,.,sp.,.,.,PHYT,,*,
P5700,,Chrysophyta,Bacillariophyceae,Achnanthales,.,Achnanthaceae,.,.,Achnanthes,.,linearis,.,.,PHYT,,*,
P5701,,Chrysophyta,Bacillariophyceae,Achnanthales,.,Achnanthaceae,.,.,Achnanthes,.,marginatus,.,.,PHYT,,*,
P5702,,Chrysophyta,Bacillariophyceae,Achnanthales,.,Achnanthaceae,.,.,Achnanthes,.,minutissima,.,.,PHYT,,*,
P5704,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Anomoeonies,.,sp.,.,.,PHYT,,*,
P5707,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Amphipleura,.,sp.,.,.,PHYT,,*,
P5710,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Amphora,.,sp.,.,.,PHYT,,*,
P5715,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,affinis,.,.,PHYT,,*,
P5716,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,sp.,.,.,PHYT,,*,
P5720,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Cyclotella,.,bodanica,.,.,PHYT,,*,
P5721,,Chrysophyta,Bacillariophyceae,Rhizosoleniales,.,Chaetoceraceae,.,.,Chaetoceros,.,sp.,.,.,PHYT,,*,
P5725,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Diploneis,.,sp.,.,.,PHYT,,*,
P5726,,Chrysophyta,Bacillariophyceae,Achnanthales,.,Achnanthaceae,.,.,Eucocconeis,.,sp.,.,.,PHYT,,*,
P5727,,Chrysophyta,Bacillariophyceae,Epithemiales,.,Epithemiaceae,.,.,Epithemia,.,sorex,.,.,PHYT,,*,
P5728,,Chrysophyta,Bacillariophyceae,Epithemiales,.,Epithemiaceae,.,.,Epithemia,.,argus,.,.,PHYT,,*,
P5729,,Chrysophyta,Bacillariophyceae,Epithemiales,.,Epithemiaceae,.,.,Epithemia,.,sp.,.,.,PHYT,,*,
P5730,,Chrysophyta,Bacillariophyceae,Eunotiales,.,Eunotiaceae,.,.,Eunotia,.,flexuosa,.,.,PHYT,,*,
P5732,,Chrysophyta,Bacillariophyceae,Eunotiales,.,Eunotiaceae,.,.,Eunotia,.,robusta,.,.,PHYT,,*,
P5733,,Chrysophyta,Bacillariophyceae,Eunotiales,.,Eunotiaceae,.,.,Eunotia,.,pectinalis,.,.,PHYT,,*,
P5734,,Chrysophyta,Bacillariophyceae,Eunotiales,.,Eunotiaceae,.,.,Eunotia,.,lunaris,.,.,PHYT,,*,
P5735,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Frustrulia,.,vulgaris,.,.,PHYT,,*,
P5736,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Fragilaria,.,acidobiontia,.,.,PHYT,,*,
P5737,,Chrysophyta,Bacillariophyceae,Eunotiales,.,Eunotiaceae,.,.,Eunotia,.,meisteri,.,.,PHYT,,*,
P5740,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,granulata,.,.,PHYT,,*,
P5741,,Chrysophyta,Bacillariophyceae,Naviculales,.,Gomphonemaceae,.,.,Gomphonema,.,acuminatum,.,.,PHYT,,*,
P5742,,Chrysophyta,Bacillariophyceae,Naviculales,.,Gomphonemaceae,.,.,Gomphonema,.,acuminatum,.,.,PHYT,coronata,*,
P5743,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Aulacoseira,.,ambigua,.,.,PHYT,,*,
P5750,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,subtilissima,.,.,PHYT,,*,
P5751,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,incerta,.,.,PHYT,,*,
P5752,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,pupula,.,.,PHYT,,*,
P5753,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,sp.,.,.,PHYT,,*,
P5754,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,cryptocephala,.,.,PHYT,,*,
P5755,,Chrysophyta,Bacillariophyceae,Naviculales,.,Gomphonemaceae,.,.,Gomphonema,.,truncatum,.,.,PHYT,,*,
P5756,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,thermalis,.,.,PHYT,,*,
P5767,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,fonticola,.,.,PHYT,,*,
P5768,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,linearis,.,.,PHYT,,*,
P5769,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,sigmoidea,.,.,PHYT,,*,
P5770,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,sublinearis,.,.,PHYT,,*,
P5771,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,angustata,.,.,PHYT,,*,
P5772,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,gracilis,.,.,PHYT,,*,
P5773,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Neidium,.,sp.,.,.,PHYT,,*,
P5774,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Pinnularia,.,mesolepta,.,.,PHYT,,*,
P5775,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Pinnularia,.,interrupta,.,.,PHYT,,*,
P5776,,Chrysophyta,Bacillariophyceae,Epithemiales,.,Rhopalodioideae,.,.,Rhopalodia,.,gibba,.,.,PHYT,,*,
P5778,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Stauroneis,.,anceps,.,.,PHYT,,*,
P5779,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Brachysira,.,brebissonii,.,.,PHYT,,*,
P5780,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Brachysira,.,brebissonii,.,.,PHYT,thermalis,*,
P5781,,Chrysophyta,Bacillariophyceae,Eunotiales,.,Eunotiaceae,.,.,Eunotia,.,sp.,.,.,PHYT,,*,
P5782,,Chrysophyta,Bacillariophyceae,Eunotiales,.,Eunotiaceae,.,.,Actinella,.,punctata,.,.,PHYT,,*,
P5783,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Anomoeonies,.,brachysira,.,.,PHYT,,*,
P5784,,Chrysophyta,Bacillariophyceae,Achnanthales,.,Achnanthaceae,.,.,Rhoicosphenia,.,curvata,.,.,PHYT,,*,
P5789,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Semiorbis,.,sp.,.,.,PHYT,,*,
P5790,,Chrysophyta,Bacillariophyceae,Surirellales,.,Surirellaceae,.,.,Surirella,.,sp.,.,.,PHYT,,*,
P5791,,Chrysophyta,Bacillariophyceae,Surirellales,.,Surirellaceae,.,.,Surirella,.,delicatissima,.,.,PHYT,,*,
P5792,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Neidium,.,iridis,.,.,PHYT,,*,
P5793,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Pinnularia,.,viridis,.,.,PHYT,,*,
P5794,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Pinnularia,.,flexuosa,.,.,PHYT,,*,
P5795,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Fragilaria,.,construens,.,.,PHYT,venter,*,
P5796,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Fragilaria,.,virescens,.,.,PHYT,,*,
P5797,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Pinnularia,.,capitata,.,.,PHYT,,*,
P5798,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Pinnularia,.,subcapitata,.,.,PHYT,,*,
P5805,,Chrysophyta,Bacillariophyceae,Achnanthales,.,Achnanthaceae,.,.,Cocconies,.,sp.,.,.,PHYT,,*,
P5810,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Rhopalodia,.,sp.,.,.,PHYT,,*,
P5811,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Pinnularia,.,maior,.,.,PHYT,,*,
P5812,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Brachysira,.,exilis,.,.,PHYT,,*,
P5813,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Brachysira,.,follis,.,.,PHYT,,*,
P5815,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,amphicephala,.,.,PHYT,,*,
P5816,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Stauroneis,.,parvula,.,.,PHYT,,*,
P5817,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Pinnularia,.,abaujensis,.,.,PHYT,,*,
P5818,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Stauroneis,.,smithii,.,.,PHYT,,*,
P5819,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,hantzschschiana,.,.,PHYT,,*,
P5820,,Chrysophyta,Bacillariophyceae,Eunotiales,.,Eunotiaceae,.,.,Eunotia,.,arcus,.,.,PHYT,,*,
P5821,,Chrysophyta,Bacillariophyceae,Eunotiales,.,Eunotiaceae,.,.,Eunotia,.,exigua,.,.,PHYT,,*,
P5822,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Tabellarioideae,.,.,Tabellaria,.,binalis,.,.,PHYT,,*,
P5825,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Fragilaria,.,pinata,.,.,PHYT,,*,
P5826,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,gracilis,.,.,PHYT,,*,
P5827,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,ventricosa,.,.,PHYT,,*,
P5828,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,hebridica,.,.,PHYT,,*,
P5829,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Encyonema,.,gracilis,.,.,PHYT,,*,
P5830,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Encyonema,.,hebridica,.,.,PHYT,,*,
P5831,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Encyonema,.,sp.,.,.,PHYT,,*,
P5833,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Pinnularia,.,biceps,.,.,PHYT,,*,
P5834,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,microcephala,.,.,PHYT,,*,
P5835,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,pusilla,.,.,PHYT,,*,
P5836,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,silesiaca,.,.,PHYT,,*,
P5839,,Chrysophyta,Bacillariophyceae,Surirellales,.,Surirellaceae,.,.,Surirella,.,linearis,.,.,PHYT,constricta,*,
P5840,,Chrysophyta,Bacillariophyceae,Surirellales,.,Surirellaceae,.,.,Surirella,.,gracilis,.,.,PHYT,,*,
P5841,,Chrysophyta,Bacillariophyceae,Surirellales,.,Surirellaceae,.,.,Surirella,.,didyma,.,.,PHYT,,*,
P5853,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,heimansii,.,.,PHYT,,*,
P5854,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Pinnularia,.,borealis,.,.,PHYT,,*,
P5855,,Chrysophyta,Bacillariophyceae,Eunotiales,.,Eunotiaceae,.,.,Eunotia,.,tenella,.,.,PHYT,,*,
P5856,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Amphora,.,ovalis,.,.,PHYT,,*,
P5857,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,filiformis,.,.,PHYT,,*,
P5858,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,parva,.,.,PHYT,,*,
P5859,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Neidium,.,affine,.,.,PHYT,,*,
P5860,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Tabellarioideae,.,.,Diatoma,.,vulgare,.,.,PHYT,,*,
P5861,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Pinnularia,.,gibba,.,.,PHYT,,*,
P5862,,Chrysophyta,Bacillariophyceae,Naviculales,.,Gomphonemaceae,.,.,Gomphonema,.,olivaceum,.,.,PHYT,,*,
P5863,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Tabellarioideae,.,.,Diatoma,.,sp.,.,.,PHYT,,*,
P5864,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Neidium,.,gracile,.,.,PHYT,,*,
P5865,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,prostata,.,.,PHYT,,*,
P5866,,Chrysophyta,Bacillariophyceae,Surirellales,.,Surirellaceae,.,.,Surirella,.,ovata,.,.,PHYT,,*,
P5867,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,ventralis,.,.,PHYT,,*,
P5868,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,longirostris,.,.,PHYT,,*,
P5869,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,turgida,.,.,PHYT,,*,
P5870,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,bacillum,.,.,PHYT,,*,
P5871,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Cymbella,.,lapponica,.,.,PHYT,,*,
P5872,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Neidium,.,sp. a,.,.,PHYT,,*,
P5873,,Chrysophyta,Bacillariophyceae,Naviculales,.,Gomphonemaceae,.,.,Gomphonema,.,minutum,.,.,PHYT,,*,
P5874,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,palea,.,.,PHYT,,*,
P5880,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Didymosphenia,.,geminata,.,.,PHYT,,*,
P5881,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Tabellarioideae,.,.,Diatoma,.,elongatum,.,.,PHYT,,*,
P5882,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Anomoeonies,.,vitrea,.,.,PHYT,,*,
P5883,,Chrysophyta,Bacillariophyceae,Naviculales,.,Cymbellaceae,.,.,Cymbella,.,cymbiformis,.,.,PHYT,,*,
P5884,,Chrysophyta,Bacillariophyceae,Naviculales,.,Gomphonemaceae,.,.,Gomphonema,.,angustum,.,.,PHYT,,*,
P5885,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,bacillum,.,.,PHYT,,*,
P5886,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Stauroneis,.,anceps,.,.,PHYT,GRACILIS,*,
P5887,,Chrysophyta,Bacillariophyceae,Naviculales,.,Naviculaceae,.,.,Navicula,.,pupula,.,.,PHYT,,*,
P5901,,Chrysophyta,Bacillariophyceae,Epithemiales,.,Epithemiaceae,.,.,Denticula,.,sp.,.,.,PHYT,,*,
P5902,,Chrysophyta,Bacillariophyceae,Epithemiales,.,Epithemiaceae,.,.,Denticula,.,elegans,.,.,PHYT,,*,
P5903,,Chrysophyta,Bacillariophyceae,Rhizosoleniales,.,Biddulphiaceae,.,.,Biddulphia,.,aurita,.,.,PHYT,,*,
P5904,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Asterionella,.,kariana,.,.,PHYT,,*,
P5905,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,seriata,.,.,PHYT,,*,
P5906,,Chrysophyta,Bacillariophyceae,Rhizosoleniales,.,Chaetoceraceae,.,.,Thalassionema,.,nitzschioides,.,.,PHYT,,*,
P5912,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Coscinodiscus,.,sp.,.,.,PHYT,,*,
P5914,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Fragilaria,.,islandica,.,.,PHYT,,*,
P5915,,Chrysophyta,Bacillariophyceae,Nitzschiales,.,Nitzschioideae,.,.,Nitzschia,.,closterium,.,.,PHYT,,*,
P5916,,Chrysophyta,Bacillariophyceae,Fragilariales,.,Fragilarioideae,.,.,Fragilaria,.,capucina,.,.,PHYT,,*,
P5926,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Aulacoseira,.,granulata,.,.,PHYT,ANGUSTIS,*,
P5928,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Aulacoseira,.,binderana,.,.,PHYT,,*,
P5950,,Chrysophyta,Bacillariophyceae,Centrales,.,Sceletonemoideae,.,.,Thalassiosira,.,sp.,.,.,PHYT,,*,
P5951,,Chrysophyta,Bacillariophyceae,Centrales,.,Melosiroideae,.,.,Melosira,.,nummuloides,.,.,PHYT,,*,
P5952,,Chrysophyta,Bacillariophyceae,Centrales,.,Sceletonemoideae,.,.,Thalassiosira,.,rotula,.,.,PHYT,,*,
P5953,,Chrysophyta,Bacillariophyceae,Centrales,.,Coscinodiscoideae,.,.,Coscinodiscus,.,sp. a,.,.,PHYT,,*,
