,,,Start,End,Species ,,Subsample ,Raw cell,microscope,length,width,cell volume,density,biomass,
227,2014-10-15,EPI,0.00,3.00,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,17,39683,19.30,1.50,17.10,674611,11.54,
227,2014-10-15,EPI,0.00,3.00,2145,Crucigenia quadrata Morr.,2,21,39683,3.00,3.00,4.70,833343,3.92,
227,2014-10-15,EPI,0.00,3.00,2157,Kichnerella lunaris (Kirchn.) Moeb.,2,3,39683,7.00,2.40,15.80,119049,1.88,
227,2014-10-15,EPI,0.00,3.00,2199,Spondylosium planum (Wolle) W. and G.S. West,2,3,39683,6.00,6.00,37.70,119049,4.49,
227,2014-10-15,EPI,0.00,3.00,2222,Treubaria sp.,2,3,39683,3.00,3.00,14.10,119049,1.68,
227,2014-10-15,EPI,0.00,3.00,2235,Ankistrodesmus spiralis Lemmermann,2,55,39683,31.00,2.10,53.70,2182565,117.20,
227,2014-10-15,EPI,0.00,3.00,2260,Monomastix minuta Skuja,2,69,39683,6.00,3.10,20.10,2738127,55.04,
227,2014-10-15,EPI,0.00,3.00,4351,Small chrysophyceae,2,40,39683,3.00,3.00,14.10,1587320,22.38,
227,2014-10-15,EPI,0.00,3.00,4355,Chrysochromulina parva Lackey,2,44,39683,5.10,5.10,69.50,1746052,121.35,
227,2014-10-15,EPI,0.00,3.00,4358,Chrysostephanospaera globulifera Scherffel,2,17,39683,10.00,10.00,523.60,674611,353.23,
227,2014-10-15,EPI,0.00,3.00,4363,Spinifiromonas sirratus***************,2,8,39683,5.60,5.60,92.00,317464,29.21,
227,2014-10-15,EPI,0.00,3.00,4383,Dinobryon bavaricum Imhof,2,11,1000,0.00,0.00,3390.00,11000,37.29,
227,2014-10-15,EPI,0.00,3.00,4388,Dinobryon sertularia Ehrenberg,2,1,1000,0.00,0.00,4910.00,1000,4.91,
227,2014-10-15,EPI,0.00,3.00,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,11,39683,6.00,3.30,34.20,436513,14.93,
227,2014-10-15,EPI,0.00,3.00,5511,Rhizosolenia eriense H.L. Smith,2,2,39683,11.00,3.20,88.50,79366,7.02,
227,2014-10-15,EPI,0.00,3.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,22,39683,35.10,4.00,147.00,873026,128.33,
227,2014-10-15,EPI,0.00,3.00,6554,Rhodomonas minuta Skuja,2,9,39683,12.00,6.00,150.80,357147,53.86,
227,2014-10-15,EPI,0.00,3.00,6558,Cryptomonas erosa Ehrenberg,2,160,1000,24.60,14.00,1683.10,160000,269.30,
227,2014-10-15,EPI,0.00,3.00,6559,Cryptomonas ovata Ehrenberg,2,10,1000,38.40,18.00,4342.90,10000,43.43,
227,2014-10-15,EPI,0.00,3.00,6562,Cryptomonas reflexa (Marsson) Skuja,2,53,1000,22.00,12.00,1105.80,53000,58.61,
227,2014-10-15,EPI,0.00,3.00,6565,Cryptomonas rostratiformis Skuja,2,17,1000,31.60,14.00,2162.00,17000,36.75,
227,2014-10-15,EPI,0.00,3.00,6568,Katablepharis ovalis Skuja,2,5,39683,9.00,4.10,58.00,198415,11.51,
227,2014-10-15,EPI,0.00,3.00,7632,Gymnodinium sp.,2,34,1000,27.00,27.00,10306.00,34000,350.40,
227,2014-10-15,EPI,0.00,3.00,7639,Peridinium pusillum (Penard) Lemmermann,2,12,1000,18.50,16.00,2479.80,12000,29.76,
227,2014-10-15,EPI,0.00,3.00,7641,Peridinium aciculiferum Lemmermann,2,28,1000,31.00,24.00,9349.40,28000,261.78,
227,2014-10-28,EPI,0.00,1.00,1012,Aphanothece sp.,2,2,39683,0.00,0.00,151.00,79366,11.98,
227,2014-10-28,EPI,0.00,1.00,1054,Planktolyngbya limnetica,2,11,39683,200.00,2.00,628.30,436513,274.26,
227,2014-10-28,EPI,0.00,1.00,1072,Heterocysts,2,15,39683,6.00,3.00,28.30,595245,16.85,
227,2014-10-28,EPI,0.00,1.00,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,561,39683,5.60,3.00,26.40,22262163,587.72,
227,2014-10-28,EPI,0.00,1.00,2105,Chlamydomonas spp.,2,19,39683,7.00,4.00,58.60,753977,44.18,
227,2014-10-28,EPI,0.00,1.00,2107,Chlorogonium maximum Skuja,2,3,1000,82.00,8.00,4121.80,3000,12.37,
227,2014-10-28,EPI,0.00,1.00,2115,Pediastrum tetras (Ehrenberg) Ralfs,2,24,39683,4.00,4.00,11.20,952392,10.67,
227,2014-10-28,EPI,0.00,1.00,2121,Oocystis lacustris Chodat,2,7,39683,6.00,3.60,40.70,277781,11.31,
227,2014-10-28,EPI,0.00,1.00,2126,Chodatella sp.,2,1,39683,5.50,3.20,29.50,39683,1.17,
227,2014-10-28,EPI,0.00,1.00,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,4,39683,9.00,4.10,52.80,158732,8.38,
227,2014-10-28,EPI,0.00,1.00,2136,Dictyosphaerium pulchellum Wood,2,126,39683,6.00,6.00,113.10,5000058,565.51,
227,2014-10-28,EPI,0.00,1.00,2138,Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova,2,1,39683,46.00,1.80,78.00,39683,3.10,
227,2014-10-28,EPI,0.00,1.00,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,33,39683,20.00,1.50,17.70,1309539,23.18,
227,2014-10-28,EPI,0.00,1.00,2202,Scourfieldia cordiformis Takeda,2,4,39683,6.00,4.20,55.40,158732,8.79,
227,2014-10-28,EPI,0.00,1.00,2204,Ankyra judai (G.M. Smith) Fott,2,2,39683,16.00,2.20,30.40,79366,2.41,
227,2014-10-28,EPI,0.00,1.00,2235,Ankistrodesmus spiralis Lemmermann,2,39,39683,31.00,2.20,58.90,1547637,91.16,
227,2014-10-28,EPI,0.00,1.00,2260,Monomastix minuta Skuja,2,184,39683,6.00,3.20,21.40,7301672,156.26,
227,2014-10-28,EPI,0.00,1.00,4351,Small chrysophyceae,2,15,39683,3.00,3.00,14.10,595245,8.39,
227,2014-10-28,EPI,0.00,1.00,4355,Chrysochromulina parva Lackey,2,111,39683,5.20,5.20,73.60,4404813,324.19,
227,2014-10-28,EPI,0.00,1.00,4358,Chrysostephanospaera globulifera Scherffel,2,1,39683,8.80,8.80,356.80,39683,14.16,
227,2014-10-28,EPI,0.00,1.00,4363,Spinifiromonas sirratus***************,2,1,39683,6.60,6.60,150.50,39683,5.97,
227,2014-10-28,EPI,0.00,1.00,4383,Dinobryon bavaricum Imhof,2,39,1000,0.00,0.00,5085.00,39000,198.32,
227,2014-10-28,EPI,0.00,1.00,4414,Stichogloea spp.,2,25,39683,10.00,4.00,83.80,992075,83.14,
227,2014-10-28,EPI,0.00,1.00,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,7,39683,6.00,3.30,34.20,277781,9.50,
227,2014-10-28,EPI,0.00,1.00,5511,Rhizosolenia eriense H.L. Smith,2,33,39683,9.00,3.30,77.00,1309539,100.83,
227,2014-10-28,EPI,0.00,1.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,12,39683,36.00,4.00,150.80,476196,71.81,
227,2014-10-28,EPI,0.00,1.00,6554,Rhodomonas minuta Skuja,2,7,39683,12.00,6.00,150.80,277781,41.89,
227,2014-10-28,EPI,0.00,1.00,6558,Cryptomonas erosa Ehrenberg,2,145,1000,23.60,14.00,1614.60,145000,234.12,
227,2014-10-28,EPI,0.00,1.00,6559,Cryptomonas ovata Ehrenberg,2,5,1000,40.00,18.00,4523.90,5000,22.62,
227,2014-10-28,EPI,0.00,1.00,6562,Cryptomonas reflexa (Marsson) Skuja,2,82,1000,21.00,12.00,1055.60,82000,86.56,
227,2014-10-28,EPI,0.00,1.00,6565,Cryptomonas rostratiformis Skuja,2,5,1000,33.00,14.00,2257.80,5000,11.29,
227,2014-10-28,EPI,0.00,1.00,7632,Gymnodinium sp.,2,6,1000,27.00,27.00,10306.00,6000,61.84,
227,2014-10-28,EPI,0.00,1.00,7639,Peridinium pusillum (Penard) Lemmermann,2,33,1000,18.20,16.00,2439.60,33000,80.51,
227,2014-10-28,EPI,0.00,1.00,7641,Peridinium aciculiferum Lemmermann,2,79,1000,31.00,24.00,9349.40,79000,738.60,
227,2014-10-28,META,1.00,3.00,1012,Aphanothece sp.,2,24,39683,0.00,0.00,65.00,952392,61.91,
227,2014-10-28,META,1.00,3.00,1054,Planktolyngbya limnetica,2,25,39683,200.00,2.00,628.30,992075,623.32,
227,2014-10-28,META,1.00,3.00,1072,Heterocysts,2,15,39683,6.00,3.00,28.30,595245,16.85,
227,2014-10-28,META,1.00,3.00,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,659,39683,5.60,3.00,26.40,26151097,690.39,
227,2014-10-28,META,1.00,3.00,2105,Chlamydomonas spp.,2,30,39683,8.60,4.00,72.00,1190490,85.72,
227,2014-10-28,META,1.00,3.00,2105,Chlamydomonas spp.,2,10,39683,10.00,10.00,523.60,396830,207.78,
227,2014-10-28,META,1.00,3.00,2107,Chlorogonium maximum Skuja,2,3,1000,81.00,8.00,4071.50,3000,12.21,
227,2014-10-28,META,1.00,3.00,2115,Pediastrum tetras (Ehrenberg) Ralfs,2,8,39683,4.00,4.00,11.20,317464,3.56,
227,2014-10-28,META,1.00,3.00,2121,Oocystis lacustris Chodat,2,15,39683,6.00,3.30,34.20,595245,20.36,
227,2014-10-28,META,1.00,3.00,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,7,39683,7.60,4.00,42.40,277781,11.78,
227,2014-10-28,META,1.00,3.00,2132,Scenedesmus denticulatus Lagerhiem,2,45,39683,10.00,5.00,87.30,1785735,155.89,
227,2014-10-28,META,1.00,3.00,2136,Dictyosphaerium pulchellum Wood,2,249,39683,6.00,6.00,113.10,9881067,1117.55,
227,2014-10-28,META,1.00,3.00,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,40,39683,21.00,1.50,18.60,1587320,29.52,
227,2014-10-28,META,1.00,3.00,2157,Kichnerella lunaris (Kirchn.) Moeb.,2,16,39683,7.00,2.30,14.50,634928,9.21,
227,2014-10-28,META,1.00,3.00,2199,Spondylosium planum (Wolle) W. and G.S. West,2,1,39683,6.00,6.00,37.70,39683,1.50,
227,2014-10-28,META,1.00,3.00,2202,Scourfieldia cordiformis Takeda,2,1,39683,5.60,4.00,46.90,39683,1.86,
227,2014-10-28,META,1.00,3.00,2235,Ankistrodesmus spiralis Lemmermann,2,48,39683,31.00,2.20,58.90,1904784,112.19,
227,2014-10-28,META,1.00,3.00,2260,Monomastix minuta Skuja,2,100,39683,6.00,3.30,22.80,3968300,90.48,
227,2014-10-28,META,1.00,3.00,3301,Euglena acus Ehrenberg,2,5,1000,116.00,10.30,6443.60,5000,32.22,
227,2014-10-28,META,1.00,3.00,4351,Small chrysophyceae,2,33,39683,3.10,3.10,15.60,1309539,20.43,
227,2014-10-28,META,1.00,3.00,4355,Chrysochromulina parva Lackey,2,36,39683,5.20,5.20,73.60,1428588,105.14,
227,2014-10-28,META,1.00,3.00,4363,Spinifiromonas sirratus***************,2,3,39683,6.30,6.30,130.90,119049,15.58,
227,2014-10-28,META,1.00,3.00,4383,Dinobryon bavaricum Imhof,2,13,1000,0.00,0.00,3390.00,13000,44.07,
227,2014-10-28,META,1.00,3.00,4400,Ochromonas sp.,2,1,39683,10.10,5.00,132.20,39683,5.25,
227,2014-10-28,META,1.00,3.00,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,7,39683,6.00,3.30,34.20,277781,9.50,
227,2014-10-28,META,1.00,3.00,5511,Rhizosolenia eriense H.L. Smith,2,5,39683,9.00,4.00,113.10,198415,22.44,
227,2014-10-28,META,1.00,3.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,14,39683,36.00,4.00,150.80,555562,83.78,
227,2014-10-28,META,1.00,3.00,6554,Rhodomonas minuta Skuja,2,14,39683,12.20,6.00,153.30,555562,85.17,
227,2014-10-28,META,1.00,3.00,6558,Cryptomonas erosa Ehrenberg,2,79,1000,23.60,14.00,1614.60,79000,127.55,
227,2014-10-28,META,1.00,3.00,6559,Cryptomonas ovata Ehrenberg,2,1,1000,40.00,18.00,4523.90,1000,4.52,
227,2014-10-28,META,1.00,3.00,6562,Cryptomonas reflexa (Marsson) Skuja,2,5,1000,21.00,12.00,1055.60,5000,5.28,
227,2014-10-28,META,1.00,3.00,6565,Cryptomonas rostratiformis Skuja,2,4,1000,32.00,14.00,2189.30,4000,8.76,
227,2014-10-28,META,1.00,3.00,6568,Katablepharis ovalis Skuja,2,2,39683,8.00,3.60,40.20,79366,3.19,
227,2014-10-28,META,1.00,3.00,7632,Gymnodinium sp.,2,4,1000,28.00,28.00,11494.00,4000,45.98,
227,2014-10-28,META,1.00,3.00,7639,Peridinium pusillum (Penard) Lemmermann,2,8,1000,18.00,16.00,2412.70,8000,19.30,
227,2014-10-28,META,1.00,3.00,7641,Peridinium aciculiferum Lemmermann,2,22,1000,30.00,24.00,9047.80,22000,199.05,
227,2015-03-17,EPI,1,1,1052,Limnothrix redekei (Van Goor) Meffert,10,1,7184,200.00,2.10,692.70,7184,4.98,IISD
227,2015-03-17,EPI,1,1,2105,Chlamydomonas spp.,10,32,7184,6.30,4.00,52.80,229888,12.14,IISD
227,2015-03-17,EPI,1,1,2107,Chlorogonium maximum Skuja,10,1,200,94.00,5.00,1845.70,200,0.37,IISD
227,2015-03-17,EPI,1,1,2130,Scenedesmus quadricauda (Turp.) Brebisson,10,22,7184,7.00,4.10,41.10,158048,6.50,IISD
227,2015-03-17,EPI,1,1,2132,Scenedesmus denticulatus Lagerhiem,10,30,7184,8.60,4.00,48.00,215520,10.34,IISD
227,2015-03-17,EPI,1,1,2136,Dictyosphaerium pulchellum Wood,10,23,7184,3.10,3.10,15.60,165232,2.58,IISD
227,2015-03-17,EPI,1,1,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,10,103,7184,19.30,1.50,17.10,739952,12.65,IISD
227,2015-03-17,EPI,1,1,2204,Ankyra judai (G.M. Smith) Fott,10,1,7184,16.00,2.20,30.40,7184,0.22,IISD
227,2015-03-17,EPI,1,1,2206,Botryococcus braunii Kutzing,10,3,200,10.00,10.00,523.60,600,0.31,IISD
227,2015-03-17,EPI,1,1,2255,Selenastrum copricornutum Printz,10,12,7184,7.00,2.20,17.70,86208,1.53,IISD
227,2015-03-17,EPI,1,1,3301,Euglena acus Ehrenberg,10,9,200,96.00,12.00,7238.20,1800,13.03,IISD
227,2015-03-17,EPI,1,1,3309,Astasia sp.,10,29,7184,18.00,6.00,339.30,208336,70.69,IISD
227,2015-03-17,EPI,1,1,4351,Small chrysophyceae,10,104,7184,3.00,3.00,14.10,747136,10.53,IISD
227,2015-03-17,EPI,1,1,4352,Large chrysophyceae,10,45,7184,7.00,7.00,179.60,323280,58.06,IISD
227,2015-03-17,EPI,1,1,4355,Chrysochromulina parva Lackey,10,1,7184,5.00,5.00,65.40,7184,0.47,IISD
227,2015-03-17,EPI,1,1,4358,Chrysostephanospaera globulifera Scherffel,10,2,7184,9.60,9.60,463.20,14368,6.66,IISD
227,2015-03-17,EPI,1,1,4361,Kephyrion boreale Skuja,10,1,7184,4.10,4.10,36.10,7184,0.26,IISD
227,2015-03-17,EPI,1,1,4378,Dinobryon borgei Lemmermann,10,3,7184,9.10,3.30,51.90,21552,1.12,IISD
227,2015-03-17,EPI,1,1,4383,Dinobryon bavaricum Imhof,10,3,7184,12.00,6.00,226.20,21552,4.88,IISD
227,2015-03-17,EPI,1,1,4388,Dinobryon sertularia Ehrenberg,10,10,7184,12.00,6.00,226.20,71840,16.25,IISD
227,2015-03-17,EPI,1,1,4388,Dinobryon sertularia Ehrenberg,10,12,200,0.00,0.00,1991.00,2400,4.78,IISD
227,2015-03-17,EPI,1,1,4400,Ochromonas sp.,10,1,7184,8.30,4.00,69.50,7184,0.50,IISD
227,2015-03-17,EPI,1,1,4401,Uroglena volvox Ehrenberg,10,2,7184,6.00,6.00,113.10,14368,1.63,IISD
227,2015-03-17,EPI,1,1,4418,Salpingoeca frequentissima (Zach.) Lemmermann,10,10,7184,6.00,3.30,34.20,71840,2.46,IISD
227,2015-03-17,EPI,1,1,5511,Rhizosolenia eriense H.L. Smith,10,5,7184,9.00,3.00,63.60,35920,2.28,IISD
227,2015-03-17,EPI,1,1,6554,Rhodomonas minuta Skuja,10,7,7184,11.10,6.00,139.50,50288,7.02,IISD
227,2015-03-17,EPI,1,1,6558,Cryptomonas erosa Ehrenberg,10,219,200,24.30,14.00,1662.50,43800,72.82,IISD
227,2015-03-17,EPI,1,1,6559,Cryptomonas ovata Ehrenberg,10,5,200,40.00,18.00,4523.90,1000,4.52,IISD
227,2015-03-17,EPI,1,1,6562,Cryptomonas reflexa (Marsson) Skuja,10,4,200,21.00,10.00,733.00,800,0.59,IISD
227,2015-03-17,EPI,1,1,6565,Cryptomonas rostratiformis Skuja,10,1,200,30.00,14.00,2052.50,200,0.41,IISD
227,2015-03-17,EPI,1,1,6568,Katablepharis ovalis Skuja,10,2,7184,9.00,4.00,56.50,14368,0.81,IISD
227,2015-03-17,EPI,1,1,7632,Gymnodinium sp.,10,27,200,33.00,33.00,18816.60,5400,101.61,IISD
227,2015-03-17,EPI,1,1,7641,Peridinium aciculiferum Lemmermann,10,104,200,31.00,24.00,9349.40,20800,194.47,IISD
227,2015-05-19,EPI,0,3.5,1052,Limnothrix redekei (Van Goor) Meffert,2,5,39683,114.00,2.00,358.10,198415,71.05,IISD
227,2015-05-19,EPI,0,3.5,1099,Aphanizomenon skujae Kom-Legn. & Crongerg,2,225,1000,4.60,2.00,9.60,225000,2.16,IISD
227,2015-05-19,EPI,0,3.5,1100, Heterocycts (Aphanizomenon skujae),2,9,1000,4.50,2.50,14.70,9000,0.13,IISD
227,2015-05-19,EPI,0,3.5,2112,Sphaerocystis schroeteri Chodat,2,36,39683,5.00,5.00,65.40,1428588,93.43,IISD
227,2015-05-19,EPI,0,3.5,2132,Scenedesmus denticulatus Lagerhiem,2,34,39683,9.00,4.00,50.30,1349222,67.87,IISD
227,2015-05-19,EPI,0,3.5,2136,Dictyosphaerium pulchellum Wood,2,48,39683,5.20,5.20,73.60,1904784,140.19,IISD
227,2015-05-19,EPI,0,3.5,2138,Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova,2,19,39683,19.00,1.50,22.40,753977,16.89,IISD
227,2015-05-19,EPI,0,3.5,2143,Monoraphidium minutum (Nag.) Komarkova-Legnerova,2,1,39683,9.00,4.00,56.50,39683,2.24,IISD
227,2015-05-19,EPI,0,3.5,2145,Crucigenia quadrata Morr.,2,42,39683,2.00,2.00,1.40,1666686,2.33,IISD
227,2015-05-19,EPI,0,3.5,2202,Scourfieldia cordiformis Takeda,2,6,39683,5.20,3.00,24.50,238098,5.83,IISD
227,2015-05-19,EPI,0,3.5,2206,Botryococcus braunii Kutzing,2,1,1000,13.00,13.00,1150.30,1000,1.15,IISD
227,2015-05-19,EPI,0,3.5,2235,Ankistrodesmus spiralis Lemmermann,2,12,39683,31.00,2.10,53.70,476196,25.57,IISD
227,2015-05-19,EPI,0,3.5,4351,Small chrysophyceae,2,7,39683,3.00,3.00,14.10,277781,3.92,IISD
227,2015-05-19,EPI,0,3.5,4352,Large chrysophyceae,2,6,39683,7.00,7.00,179.60,238098,42.76,IISD
227,2015-05-19,EPI,0,3.5,4355,Chrysochromulina parva Lackey,2,424,39683,5.00,5.00,65.40,16825592,1100.39,IISD
227,2015-05-19,EPI,0,3.5,4358,Chrysostephanospaera globulifera Scherffel,2,2,39683,8.60,8.60,333.00,79366,26.43,IISD
227,2015-05-19,EPI,0,3.5,4361,Kephyrion boreale Skuja,2,4,39683,7.00,2.20,17.70,158732,2.81,IISD
227,2015-05-19,EPI,0,3.5,4363,Spinifiromonas sirratus***************,2,2,39683,6.60,6.60,150.50,79366,11.94,IISD
227,2015-05-19,EPI,0,3.5,4364,Mallomonas caudata Ivanov,2,1,1000,40.00,16.00,5361.70,1000,5.36,IISD
227,2015-05-19,EPI,0,3.5,4378,Dinobryon borgei Lemmermann,2,1,39683,9.00,3.20,48.30,39683,1.92,IISD
227,2015-05-19,EPI,0,3.5,4413,Chrysochromulina laurentiana Kling,2,9,39683,9.90,9.90,508.00,357147,181.43,IISD
227,2015-05-19,EPI,0,3.5,5511,Rhizosolenia eriense H.L. Smith,2,10,39683,12.00,3.00,84.80,396830,33.65,IISD
227,2015-05-19,EPI,0,3.5,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,4,39683,31.00,4.00,129.90,158732,20.62,IISD
227,2015-05-19,EPI,0,3.5,6558,Cryptomonas erosa Ehrenberg,2,29,1000,25.20,14.00,1724.10,29000,50.00,IISD
227,2015-05-19,EPI,0,3.5,6559,Cryptomonas ovata Ehrenberg,2,2,1000,40.00,20.00,5585.10,2000,11.17,IISD
227,2015-05-19,EPI,0,3.5,6562,Cryptomonas reflexa (Marsson) Skuja,2,6,1000,19.00,10.00,663.20,6000,3.98,IISD
227,2015-05-19,EPI,0,3.5,6565,Cryptomonas rostratiformis Skuja,2,1,1000,33.00,14.00,2257.80,1000,2.26,IISD
227,2015-05-19,EPI,0,3.5,6568,Katablepharis ovalis Skuja,2,12,39683,8.60,4.00,51.60,476196,24.57,IISD
227,2015-05-19,EPI,0,3.5,7632,Gymnodinium sp.,2,1,39683,10.00,8.00,335.10,39683,13.30,IISD
227,2015-05-19,EPI,0,3.5,7632,Gymnodinium sp.,2,15,1000,34.00,34.00,20579.50,15000,308.69,IISD
227,2015-05-19,EPI,0,3.5,7639,Peridinium pusillum (Penard) Lemmermann,2,5,1000,18.90,18.90,3535.00,5000,17.68,IISD
227,2015-05-19,EPI,0,3.5,7641,Peridinium aciculiferum Lemmermann,2,46,1000,31.00,24.00,9349.40,46000,430.07,IISD
227,2015-05-19,META,3.5,5,1054,Planktolyngbya limnetica,2,3,1000,149.00,1.20,168.50,3000,0.51,IISD
227,2015-05-19,META,3.5,5,2107,Chlorogonium maximum Skuja,2,11,1000,84.00,6.00,2375.00,11000,26.13,IISD
227,2015-05-19,META,3.5,5,2112,Sphaerocystis schroeteri Chodat,2,11,39683,4.00,4.00,33.50,436513,14.62,IISD
227,2015-05-19,META,3.5,5,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,4,39683,11.00,5.00,96.00,158732,15.24,IISD
227,2015-05-19,META,3.5,5,2132,Scenedesmus denticulatus Lagerhiem,2,41,39683,9.60,4.00,53.60,1627003,87.21,IISD
227,2015-05-19,META,3.5,5,2136,Dictyosphaerium pulchellum Wood,2,76,39683,5.60,5.60,92.00,3015908,277.46,IISD
227,2015-05-19,META,3.5,5,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,22,39683,21.00,1.50,18.60,873026,16.24,IISD
227,2015-05-19,META,3.5,5,2145,Crucigenia quadrata Morr.,2,91,39683,2.00,2.00,1.40,3611153,5.06,IISD
227,2015-05-19,META,3.5,5,2187,Staurodesmus extensus (Andersson) Teiling,2,3,1000,15.30,14.00,572.00,3000,1.72,IISD
227,2015-05-19,META,3.5,5,2202,Scourfieldia cordiformis Takeda,2,5,39683,5.00,3.00,23.60,198415,4.68,IISD
227,2015-05-19,META,3.5,5,2235,Ankistrodesmus spiralis Lemmermann,2,22,39683,29.00,2.10,50.20,873026,43.83,IISD
227,2015-05-19,META,3.5,5,3301,Euglena acus Ehrenberg,2,2,1000,120.00,14.00,12315.00,2000,24.63,IISD
227,2015-05-19,META,3.5,5,4351,Small chrysophyceae,2,29,39683,3.00,3.00,14.10,1150807,16.23,IISD
227,2015-05-19,META,3.5,5,4352,Large chrysophyceae,2,14,39683,7.00,7.00,179.60,555562,99.78,IISD
227,2015-05-19,META,3.5,5,4355,Chrysochromulina parva Lackey,2,358,39683,5.00,5.00,65.40,14206514,929.11,IISD
227,2015-05-19,META,3.5,5,4358,Chrysostephanospaera globulifera Scherffel,2,1,39683,8.30,8.30,299.40,39683,11.88,IISD
227,2015-05-19,META,3.5,5,4363,Spinifiromonas sirratus***************,2,2,39683,5.60,5.60,92.00,79366,7.30,IISD
227,2015-05-19,META,3.5,5,4381,Dinobryon mucronutom Nygaard,2,2,39683,10.00,5.00,130.90,79366,10.39,IISD
227,2015-05-19,META,3.5,5,4388,Dinobryon sertularia Ehrenberg,2,1,39683,12.00,6.00,226.20,39683,8.98,IISD
227,2015-05-19,META,3.5,5,4411,Bitrichia chodatii (Reverdin) Chodat,2,2,39683,6.00,4.00,50.30,79366,3.99,IISD
227,2015-05-19,META,3.5,5,4413,Chrysochromulina laurentiana Kling,2,6,39683,10.20,10.20,555.60,238098,132.29,IISD
227,2015-05-19,META,3.5,5,4414,Stichogloea spp.,2,3,39683,6.00,4.00,50.30,119049,5.99,IISD
227,2015-05-19,META,3.5,5,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,3,39683,6.00,3.00,28.30,119049,3.37,IISD
227,2015-05-19,META,3.5,5,5511,Rhizosolenia eriense H.L. Smith,2,29,39683,11.00,3.00,77.80,1150807,89.53,IISD
227,2015-05-19,META,3.5,5,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,9,39683,32.00,4.00,134.00,357147,47.86,IISD
227,2015-05-19,META,3.5,5,6558,Cryptomonas erosa Ehrenberg,2,81,1000,24.00,12.00,1206.40,81000,97.72,IISD
227,2015-05-19,META,3.5,5,6559,Cryptomonas ovata Ehrenberg,2,19,1000,40.00,20.00,5585.10,19000,106.12,IISD
227,2015-05-19,META,3.5,5,6562,Cryptomonas reflexa (Marsson) Skuja,2,1,1000,19.30,10.00,673.70,1000,0.67,IISD
227,2015-05-19,META,3.5,5,6565,Cryptomonas rostratiformis Skuja,2,6,1000,33.00,14.00,2257.80,6000,13.55,IISD
227,2015-05-19,META,3.5,5,6568,Katablepharis ovalis Skuja,2,9,39683,8.10,4.00,45.80,357147,16.36,IISD
227,2015-05-19,META,3.5,5,7632,Gymnodinium sp.,2,16,1000,34.00,34.00,20579.50,16000,329.27,IISD
227,2015-05-19,META,3.5,5,7639,Peridinium pusillum (Penard) Lemmermann,2,18,1000,18.60,18.60,3369.30,18000,60.65,IISD
227,2015-05-19,META,3.5,5,7641,Peridinium aciculiferum Lemmermann,2,55,1000,30.00,24.00,9047.80,55000,497.63,IISD
227,2015-06-01,EPI,0,1.25,1054,Planktolyngbya limnetica,2,3,1000,216.00,1.40,332.50,3000,1.00,ISSD
227,2015-06-01,EPI,0,1.25,1099,Aphanizomenon skujae Kom-Legn. & Crongerg,2,4452,1000,5.00,2.00,10.50,4452000,46.75,ISSD
227,2015-06-01,EPI,0,1.25,1100, Heterocycts (Aphanizomenon skujae),2,233,1000,4.50,2.50,14.70,233000,3.43,ISSD
227,2015-06-01,EPI,0,1.25,2105,Chlamydomonas spp.,2,1,39683,5.00,3.00,23.60,39683,0.94,ISSD
227,2015-06-01,EPI,0,1.25,2112,Sphaerocystis schroeteri Chodat,2,13,39683,4.00,4.00,33.50,515879,17.28,ISSD
227,2015-06-01,EPI,0,1.25,2121,Oocystis lacustris Chodat,2,12,39683,6.00,3.00,28.30,476196,13.48,ISSD
227,2015-06-01,EPI,0,1.25,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,6,39683,11.00,5.00,96.00,238098,22.86,ISSD
227,2015-06-01,EPI,0,1.25,2132,Scenedesmus denticulatus Lagerhiem,2,91,39683,9.30,4.00,51.90,3611153,187.42,ISSD
227,2015-06-01,EPI,0,1.25,2136,Dictyosphaerium pulchellum Wood,2,78,39683,5.40,5.40,82.40,3095274,255.05,ISSD
