year,data_set,sample_id,sequence_number,location,sublocation,station,station_type,start_date,start_time,stratum,stratum_volume,sample_type,sample_top_depth,sample_bottom_depth,taxon,old_cell_volume,cell_volume,correction_factor,count_1,count_2,cell_length,cell_width,field_reference,cells_per_liter,biomass,collection_authority,collection_method,analyst
2000,P01,201,25,227,LA,CB,FBS,2000-09-06,,EPI,113775,IND,0,3,P1072,,42,39683,25,,5,4,K3720,992075,41.66715,144,TIP,144
2000,P01,201,26,227,LA,CB,FBS,2000-09-06,,EPI,113775,IND,0,3,P2136,,34,39683,1294,,4,4,K3720,51349802,1745.89327,144,TIP,144
2004,P01,203,1,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P2100,,872,1000,1,,17,14,K5066,1000,0.872,144,TIP,144
2004,P01,203,2,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P7641,,9048,1000,101,,30,24,K5066,101000,913.848,144,TIP,144
2004,P01,203,3,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P6565,,2052,1000,143,,30,14,K5066,143000,293.436,144,TIP,144
2004,P01,203,4,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P6558,,1779,1000,168,,26,14,K5066,168000,298.872,144,TIP,144
2004,P01,203,5,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P7639,,4189,1000,3,,20,20,K5066,3000,12.567,144,TIP,144
2004,P01,203,6,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P7632,,14137,1000,6,,30,30,K5066,6000,84.822,144,TIP,144
2004,P01,203,7,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P2145,,5,39683,67,,3,3,K5066,2658761,13.29381,144,TIP,144
2004,P01,203,8,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P5550,,94,39683,7,,40,3,K5066,277781,26.11141,144,TIP,144
2004,P01,203,9,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P4355,,65,39683,7,,5,5,K5066,277781,18.05577,144,TIP,144
2004,P01,203,10,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P2222,,14,39683,1,,3,3,K5066,39683,0.55556,144,TIP,144
2004,P01,203,11,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P4362,,14,39683,1,,3,3,K5066,39683,0.55556,144,TIP,144
2004,P01,203,12,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P2193,,626,39683,1,,16,14,K5066,39683,24.84156,144,TIP,144
2004,P01,203,13,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P2115,,5,39683,8,,3,3,K5066,317464,1.58732,144,TIP,144
2004,P01,203,14,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P4351,,14,39683,88,,3,3,K5066,3492104,48.88946,144,TIP,144
2004,P01,203,15,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P4352,,382,39683,7,,9,9,K5066,277781,106.11234,144,TIP,144
2004,P01,203,16,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P1052,,314,39683,74,,100,2,K5066,2936542,922.07419,144,TIP,144
2004,P01,203,17,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P4390,,207,39683,17,,11,6,K5066,674611,139.64448,144,TIP,144
2004,P01,203,18,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P4418,,50,39683,10,,6,4,K5066,396830,19.8415,144,TIP,144
2004,P01,203,19,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P2141,,18,39683,52,,20,1.5,K5066,2063516,37.14329,144,TIP,144
2004,P01,203,20,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P4413,,524,39683,2,,10,10,K5066,79366,41.58778,144,TIP,144
2004,P01,203,21,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P6568,,87,39683,2,,10,5,K5066,79366,6.90484,144,TIP,144
2004,P01,203,22,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P2132,,87,39683,167,,10,5,K5066,6627061,576.55431,144,TIP,144
2004,P01,203,23,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P2121,,50,39683,33,,6,4,K5066,1309539,65.47695,144,TIP,144
2004,P01,203,24,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P2136,,34,39683,72,,4,4,K5066,2857176,97.14398,144,TIP,144
2004,P01,203,25,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P2105,,42,39683,2,,9,3,K5066,79366,3.33337,144,TIP,144
2004,P01,203,26,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P2199,,38,39683,5,,6,6,K5066,198415,7.53977,144,TIP,144
2004,P01,203,27,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P2157,,35,39683,11,,10,3,K5066,436513,15.27796,144,TIP,144
2004,P01,203,28,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P1074,,24,39683,406,,5,3,K5066,16111298,386.67115,144,TIP,144
2004,P01,203,29,227,LA,CB,FBS,2004-10-13,,EPI,113775,IND,0,3,P1072,,50,39683,4,,6,4,K5066,158732,7.9366,144,TIP,144
2004,P01,205,1,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P2107,,955,1000,1,,76,4,K5124,1000,0.955,144,TIP,144
2004,P01,205,2,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P7641,,9349,1000,150,,31,24,K5124,150000,1402.35,144,TIP,144
2004,P01,205,3,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P7632,,15598,1000,13,,31,31,K5124,13000,202.774,144,TIP,144
2004,P01,205,4,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P3305,,2036,1000,4,,18,18,K5124,4000,8.144,144,TIP,144
2004,P01,205,5,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P6558,,1710,1000,201,,25,14,K5124,201000,343.71,144,TIP,144
2004,P01,205,6,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P6559,,3574,1000,7,,40,16,K5124,7000,25.018,144,TIP,144
2004,P01,205,7,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P6565,,2513,1000,54,,32,15,K5124,54000,135.702,144,TIP,144
2004,P01,205,8,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P4372,,2668,1000,1,,26,14,K5124,1000,2.668,144,TIP,144
2004,P01,205,9,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P4362,,65,39683,1,,5,5,K5124,39683,2.5794,144,TIP,144
2004,P01,205,10,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P2115,,11,39683,8,,4,4,K5124,317464,3.4921,144,TIP,144
2004,P01,205,11,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P1074,,50,39683,10,,6,4,K5124,396830,19.8415,144,TIP,144
2004,P01,205,12,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P5550,,176,39683,2,,42,4,K5124,79366,13.96842,144,TIP,144
2004,P01,205,13,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P2217,,524,39683,1,,10,10,K5124,39683,20.79389,144,TIP,144
2004,P01,205,14,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P2132,,87,39683,106,,10,5,K5124,4206398,365.95663,144,TIP,144
2004,P01,205,15,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P2121,,28,39683,12,,6,3,K5124,476196,13.33349,144,TIP,144
2004,P01,205,16,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P2136,,34,39683,122,,4,4,K5124,4841326,164.60508,144,TIP,144
2004,P01,205,17,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P2105,,131,39683,8,,10,5,K5124,317464,41.58778,144,TIP,144
2004,P01,205,18,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P2199,,38,39683,8,,6,6,K5124,317464,12.06363,144,TIP,144
2004,P01,205,19,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P2145,,11,39683,30,,4,4,K5124,1190490,13.09539,144,TIP,144
2004,P01,205,20,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P4351,,14,39683,138,,3,3,K5124,5476254,76.66756,144,TIP,144
2004,P01,205,21,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P4352,,221,39683,6,,7.5,7.5,K5124,238098,52.61966,144,TIP,144
2004,P01,205,22,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P1052,,377,39683,47,,120,2,K5124,1865101,703.14308,144,TIP,144
2004,P01,205,23,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P7632,,733,39683,2,,14,10,K5124,79366,58.17528,144,TIP,144
2004,P01,205,24,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P4390,,226,39683,5,,12,6,K5124,198415,44.84179,144,TIP,144
2004,P01,205,25,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P4418,,24,39683,41,,5,3,K5124,1627003,39.04807,144,TIP,144
2004,P01,205,26,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P6554,,78,39683,2,,9,5,K5124,79366,6.19055,144,TIP,144
2004,P01,205,27,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P2141,,19,39683,45,,21,1.5,K5124,1785735,33.92897,144,TIP,144
2004,P01,205,28,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P5511,,138,39683,2,,11,4,K5124,79366,10.95251,144,TIP,144
2004,P01,205,29,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P4413,,524,39683,1,,10,10,K5124,39683,20.79389,144,TIP,144
2004,P01,205,30,227,LA,CB,FBS,2004-10-26,,EPI,113775,IND,0,3,P6568,,34,39683,1,,7,4,K5124,39683,1.34922,144,TIP,144
1999,P01,208,1,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P3306,,4021,1000,4,,30,16,K2015,4000,16.084,144,TIP,144
1999,P01,208,2,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P3301,,7238,1000,4,,96,12,K2015,4000,28.952,144,TIP,144
1999,P01,208,3,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P2100,,821,1000,2,,16,14,K2015,2000,1.642,144,TIP,144
1999,P01,208,4,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P2191,,792,1000,1,,18,14,K2015,1000,0.792,144,TIP,144
1999,P01,208,5,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P5518,,115,1000,2,,110,2,K2015,2000,0.23,144,TIP,144
1999,P01,208,6,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P7638,,4189,1000,40,,20,20,K2015,40000,167.56,144,TIP,144
1999,P01,208,7,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P3305,,2036,1000,1,,18,18,K2015,1000,2.036,144,TIP,144
1999,P01,208,8,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P7653,,9048,1000,50,,30,24,K2015,50000,452.4,144,TIP,144
1999,P01,208,9,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P6558,,1206,1000,77,,24,12,K2015,77000,92.862,144,TIP,144
1999,P01,208,10,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P6559,,3217,1000,2,,36,16,K2015,2000,6.434,144,TIP,144
1999,P01,208,11,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P6565,,3574,1000,12,,40,16,K2015,12000,42.888,144,TIP,144
1999,P01,208,12,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P2107,,3619,1000,49,,72,8,K2015,49000,177.331,144,TIP,144
1999,P01,208,13,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P3309,,264,39683,6,,14,6,K2015,238098,62.85787,144,TIP,144
1999,P01,208,14,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P4418,,42,39683,1,,5,4,K2015,39683,1.66669,144,TIP,144
1999,P01,208,15,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P2157,,63,39683,4,,10,4,K2015,158732,10.00012,144,TIP,144
1999,P01,208,16,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P4351,,14,39683,77,,3,3,K2015,3055591,42.77827,144,TIP,144
1999,P01,208,17,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P1054,,194,39683,21,,110,1.5,K2015,833343,161.66854,144,TIP,144
1999,P01,208,18,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P2141,,19,39683,11,,21,1.5,K2015,436513,8.29375,144,TIP,144
1999,P01,208,19,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P6568,,56,39683,2,,8,5,K2015,79366,4.4445,144,TIP,144
1999,P01,208,20,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P4355,,268,39683,19,,8,8,K2015,753977,202.06584,144,TIP,144
1999,P01,208,21,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P2136,,34,39683,24,,4,4,K2015,952392,32.38133,144,TIP,144
1999,P01,208,22,227,LA,CB,FBS,1999-10-20,,EPI,127708,IND,0,3.5,P2105,,335,39683,3,,10,8,K2015,119049,39.88142,144,TIP,144
2012,P01,21,1,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P5523,,2262,1000,1,,240,6,K4851,1000,2.262,144,TIP,144
2012,P01,21,2,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P5518,,94,1000,8,,90,2,K4851,8000,0.752,144,TIP,144
2012,P01,21,3,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P7639,,2145,1000,7,,16,16,K4851,7000,15.015,144,TIP,144
2012,P01,21,4,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P1052,,628,1000,10,,200,2,K4851,10000,6.28,144,TIP,144
2012,P01,21,5,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P7632,,15598,1000,53,,31,31,K4851,53000,826.694,144,TIP,144
2012,P01,21,6,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P4383,,1991,1000,5,,0,0,K4851,5000,9.955,144,TIP,144
2012,P01,21,7,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P6558,,1136,1000,15,,22.6,12,K4851,15000,17.04,144,TIP,144
2012,P01,21,8,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P6562,,663,1000,2,,19,10,K4851,2000,1.326,144,TIP,144
2012,P01,21,9,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P6565,,1779,1000,1,,26,14,K4851,1000,1.779,144,TIP,144
2012,P01,21,10,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P6559,,5585,1000,1,,40,20,K4851,1000,5.585,144,TIP,144
2012,P01,21,11,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P4388,,5085,1000,1,,0,0,K4851,1000,5.085,144,TIP,144
2012,P01,21,12,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P1074,,26,1000,1782,,5.5,3,K4851,1782000,46.332,144,TIP,144
2012,P01,21,13,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P1072,,28,1000,65,,6,3,K4851,65000,1.82,144,TIP,144
2012,P01,21,14,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P4351,,14,39683,3,,3,3,K4851,119049,1.66669,144,TIP,144
2012,P01,21,15,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P4355,,65,39683,16,,5,5,K4851,634928,41.27032,144,TIP,144
2012,P01,21,16,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P4418,,50,39683,2,,6,4,K4851,79366,3.9683,144,TIP,144
2012,P01,21,17,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P6568,,64,39683,12,,9.6,4,K4851,476196,30.47654,144,TIP,144
2012,P01,21,18,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P2141,,19,39683,141,,21,1.5,K4851,5595303,106.31076,144,TIP,144
2012,P01,21,19,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P2132,,87,39683,137,,10,5,K4851,5436571,472.98168,144,TIP,144
2012,P01,21,20,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P2121,,50,39683,16,,6,4,K4851,634928,31.7464,144,TIP,144
2012,P01,21,21,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P2136,,113,39683,1416,,6,6,K4851,56191128,6349.59746,144,TIP,144
2012,P01,21,22,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P2105,,63,39683,20,,7.5,4,K4851,793660,50.00058,144,TIP,144
2012,P01,21,23,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P2199,,38,39683,79,,6,6,K4851,3134957,119.12837,144,TIP,144
2012,P01,21,24,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P2146,,25,39683,48,,6,4,K4851,1904784,47.6196,144,TIP,144
2012,P01,21,25,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P2115,,11,39683,41,,4,4,K4851,1627003,17.89703,144,TIP,144
2012,P01,21,26,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P2130,,50,39683,6,,9,4,K4851,238098,11.9049,144,TIP,144
2012,P01,21,27,227,LA,CB,FBS,2012-05-22,,EPI,83053,IND,0,2,P2126,,25,39683,4,,5.3,3,K4851,158732,3.9683,144,TIP,144
1970,P01,21,1,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P1062,100,34,39683,67,,0.9,0.7,70PF0046,2658761,90.39787,144,TIP,144
1970,P01,21,2,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P1063,300,300,39683,19,,,,70PF0046,753977,226.1931,144,TIP,144
1970,P01,21,3,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P2105,500,166,7184,20,,9.1,5.4,70PF0046,143680,23.85088,144,TIP,144
1970,P01,21,4,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P2105,500,166,39683,6,,9.1,5.4,70PF0046,238098,39.52427,144,TIP,144
1970,P01,21,5,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P2159,50,50,39683,10,,,,70PF0046,396830,19.8415,144,TIP,144
1970,P01,21,6,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P2193,4000,970,200,4,,17,15,70PF0046,800,0.776,144,TIP,144
1970,P01,21,7,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P2199,300,36,39683,19,,5.8,5.4,70PF0046,753977,27.14317,144,TIP,144
1970,P01,21,8,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P2201,50,8,39683,1350,,4,2,70PF0046,53572050,428.5764,144,TIP,144
1970,P01,21,9,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P2206,15000,21486,200,3,,34.3,34.3,70PF0046,600,12.8916,144,TIP,144
1970,P01,21,10,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P3301,9000,3278,200,21,,75.3,9.3,70PF0046,4200,13.7676,144,TIP,144
1970,P01,21,11,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P3305,1000,2036,200,3,,18,18,70PF0046,600,1.2216,144,TIP,144
1970,P01,21,12,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P4362,200,48,7184,5,,4.5,4.5,70PF0046,35920,1.72416,144,TIP,144
1970,P01,21,13,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P4369,500,1150,7184,5,,19.1,10.6,70PF0046,35920,41.308,144,TIP,144
1970,P01,21,14,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P4369,1000,1150,200,4,,19.1,10.6,70PF0046,800,0.92,144,TIP,144
1970,P01,21,15,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P4373,1000,4189,7184,1,,20,20,70PF0046,7184,30.09378,144,TIP,144
1970,P01,21,16,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P4387,750,377,7184,19,,17.3,6.3,70PF0046,136496,51.45899,144,TIP,144
1970,P01,21,17,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P5511,200,61,39683,1,,5.9,3.5,70PF0046,39683,2.42066,144,TIP,144
1970,P01,21,18,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P5518,200,77,7184,35,,73.4,2,70PF0046,251440,19.36088,144,TIP,144
1970,P01,21,19,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P6557,500,159,7184,102,,12.7,6,70PF0046,732768,116.51011,144,TIP,144
1970,P01,21,20,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P6565,5000,4109,200,81,,42.4,16.4,70PF0046,16200,66.5658,144,TIP,144
1970,P01,21,21,227,LA,CB,FBS,1970-07-14,,HYP,20549,IND,5,6,P6567,1500,1500,7184,4,,,,70PF0046,28736,43.104,144,TIP,144
2009,P01,21,1,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P2115,,2700,1000,1,,0,0,K7040,1000,2.7,144,TIP,144
2009,P01,21,2,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P4401,,11300,1000,1,,0,0,K7040,1000,11.3,144,TIP,144
2009,P01,21,3,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P6559,,5585,1000,2,,40,20,K7040,2000,11.17,144,TIP,144
2009,P01,21,4,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P3301,,9079,1000,1,,60,17,K7040,1000,9.079,144,TIP,144
2009,P01,21,5,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P5514,,1334,1000,14,,26,14,K7040,14000,18.676,144,TIP,144
2009,P01,21,6,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P7639,,1131,1000,13,,15,12,K7040,13000,14.703,144,TIP,144
2009,P01,21,7,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P7632,,24429,1000,7,,36,36,K7040,7000,171.003,144,TIP,144
2009,P01,21,8,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P7641,,9048,1000,72,,30,24,K7040,72000,651.456,144,TIP,144
2009,P01,21,9,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P6558,,972,1000,144,,23,11,K7040,144000,139.968,144,TIP,144
2009,P01,21,10,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P6562,,768,1000,30,,22,10,K7040,30000,23.04,144,TIP,144
2009,P01,21,11,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P6565,,2189,1000,19,,32,14,K7040,19000,41.591,144,TIP,144
2009,P01,21,12,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P4388,,11865,1000,3,,0,0,K7040,3000,35.595,144,TIP,144
2009,P01,21,13,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P2204,,62,39683,2,,17.5,3,K7040,79366,4.92069,144,TIP,144
2009,P01,21,14,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P4396,,28,39683,1,,6,3,K7040,39683,1.11112,144,TIP,144
2009,P01,21,15,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P4362,,34,39683,1,,4,4,K7040,39683,1.34922,144,TIP,144
2009,P01,21,16,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P4363,,524,39683,3,,10,10,K7040,119049,62.38168,144,TIP,144
2009,P01,21,17,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P2186,,174,39683,1,,10,10,K7040,39683,6.90484,144,TIP,144
2009,P01,21,18,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P4355,,48,39683,79,,4.5,4.5,K7040,3134957,150.47794,144,TIP,144
2009,P01,21,19,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P2132,,87,39683,20,,10,5,K7040,793660,69.04842,144,TIP,144
2009,P01,21,20,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P2121,,59,39683,2,,7,4,K7040,79366,4.68259,144,TIP,144
2009,P01,21,21,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P2136,,113,39683,200,,6,6,K7040,7936600,896.8358,144,TIP,144
2009,P01,21,22,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P2105,,75,39683,3,,9,4,K7040,119049,8.92868,144,TIP,144
2009,P01,21,23,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P5550,,176,39683,5,,42,4,K7040,198415,34.92104,144,TIP,144
2009,P01,21,24,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P4351,,10,39683,93,,2.7,2.7,K7040,3690519,36.90519,144,TIP,144
2009,P01,21,25,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P4352,,172,39683,10,,6.9,6.9,K7040,396830,68.25476,144,TIP,144
2009,P01,21,26,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P4401,,113,39683,28,,6,6,K7040,1111124,125.55701,144,TIP,144
2009,P01,21,27,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P7632,,335,39683,6,,10,8,K7040,238098,79.76283,144,TIP,144
2009,P01,21,28,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P4383,,188,39683,2,,10,6,K7040,79366,14.92081,144,TIP,144
2009,P01,21,29,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P4418,,50,39683,14,,6,4,K7040,555562,27.7781,144,TIP,144
2009,P01,21,30,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P2141,,19,39683,17,,21,1.5,K7040,674611,12.81761,144,TIP,144
2009,P01,21,31,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P2235,,46,39683,5,,29,2,K7040,198415,9.12709,144,TIP,144
2009,P01,21,32,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P4413,,697,39683,1,,11,11,K7040,39683,27.65905,144,TIP,144
2009,P01,21,33,227,LA,CB,FBS,2009-05-19,,EPI,65507,IND,0,1.5,P6568,,71,39683,11,,9,5,K7040,436513,30.99242,144,TIP,144
1971,P01,21,1,227,LA,CB,FBS,1971-06-01,,HYP,20549,IND,5,6,P1062,100,34,7184,762,,0.9,0.7,71PF0131,5474208,186.12307,144,TIP,144
1971,P01,21,2,227,LA,CB,FBS,1971-06-01,,HYP,20549,IND,5,6,P1063,300,300,7184,89,,,,71PF0131,639376,191.8128,144,TIP,144
1971,P01,21,3,227,LA,CB,FBS,1971-06-01,,HYP,20549,IND,5,6,P2105,150,79,7184,33,,6,5,71PF0131,237072,18.72869,144,TIP,144
