Year,Month,Day,TotalRadiaton,AirTemp,Humidity,AirPressure,WindSpeed,Precipitation
1989,9,5,33.38,18,71,972,2.9,0
1989,9,6,25.17,20.75,76,972,4.1,0
1989,9,7,27.78,16.5,84,971,4.2,0
1989,9,8,18.15,15,74,971,3.8,0
1989,9,9,23.52,11.5,61,971,3,3.8
1989,9,10,22.95,9.25,55,970,2.1,0
1989,9,11,11.63,9.25,51,970,3,6.4
1989,9,12,23.82,8.5,45,970,3,0.2
1989,9,13,24.71,11.25,63,971,4.7,0
1989,9,14,30.37,14.25,50,971,2.8,0
1989,9,15,32.18,16.75,62,971,5,0
1989,9,16,32.02,16.25,63,971,2.3,0
1989,9,17,29.65,19,58,972,4.8,0
1989,9,18,29.53,23,47,972,7.7,0.2
1989,9,19,11.36,13,56,971,2.4,0.2
1989,9,20,21.15,13.25,52,971,2.6,0
1989,9,21,14.44,10.75,50,971,2.4,0.2
1989,9,22,26.18,3.75,53,969,6.9,0
1989,9,23,30.67,4.75,57,970,3.6,0
1989,9,24,28.35,11.25,88,971,6.2,1.8
1989,9,25,23.24,7.25,97,970,4.1,0.4
1989,9,26,31.01,5.5,91,970,2.3,0
1989,9,27,24.77,13.25,84,971,5.5,0
1989,9,28,28.83,14.5,83,971,4,0
1989,9,29,22.35,9.25,90,970,2.3,0
1989,9,30,26.79,17.25,81,971,4.7,0
1989,10,1,14.07,12,63,971,4.9,0.6
1989,10,2,15.33,0.5,57,969,4.8,2.4
1989,10,3,17.54,0.75,46,969,3.7,0
1989,10,4,27.41,7,47,970,2.8,3.8
1989,10,5,5.79,5,41,970,3.9,1.6
1989,10,6,16.91,2.25,47,969,4.8,0.2
1989,10,7,21.23,0.75,43,969,2.2,0.2
1989,10,8,26.59,2.5,50,969,2.2,2.2
1989,10,9,4.72,4.5,50,970,3.3,6.8
1989,10,10,13.63,8.75,70,970,3.8,0
1989,10,11,9.84,9.75,60,970,4.6,0
1989,10,12,21.37,9.5,56,970,3.8,0
1989,10,13,15.82,6.75,49,970,1.9,0.2
1989,10,14,24.52,6.5,61,970,3.3,4.2
1989,10,15,3.45,0.75,82,969,4.5,5.2
1989,10,16,8.92,-0.5,77,969,2.1,0
1989,10,17,15.56,1,86,969,2,0
1989,10,18,22.99,1.75,82,969,2.5,0
1989,10,19,24.95,3.25,67,969,4.1,0
1989,10,20,23.66,6.5,60,970,2.4,0
1989,10,21,22.12,6.75,58,970,2.6,0
1989,10,22,20.47,11.5,52,971,3,0
1989,10,23,18.08,12.25,54,971,1.5,0
1989,10,24,21.31,13,60,971,2.2,0
1989,10,25,21.10,15.25,57,971,3.8,0
1989,10,26,16.64,18.5,84,972,3.9,0
1989,10,27,6.20,12.5,96,971,8,0
1989,10,28,21.31,7,63,970,3.2,0
1989,10,29,7.59,3,70,969,2.9,0
1989,10,30,10.48,-0.75,69,969,2.2,0
1989,10,31,6.27,-1,84,969,3.9,0.4
1989,11,1,10.88,-4.5,65,968,3,1.4
1989,11,2,18.14,-10.75,61,967,2.8,0
1989,11,3,13.19,-8,54,968,4.5,0.2
1989,11,4,6.41,-2.25,49,969,3.8,7.1
1989,11,5,1.53,-1.25,52,969,2.8,0.2
1989,11,6,3.48,-2.75,62,968,3,0
1989,11,7,11.83,3,68,969,4,1
1989,11,8,4.48,1.75,65,969,NA,3.8
1989,11,9,4.32,-2.75,58,968,3.2,0
1989,11,10,3.07,-1.25,67,969,4.2,1.6
1989,11,11,11.27,-4.5,58,968,5.6,0
1989,11,12,5.94,-4.75,55,968,3,2.8
1989,11,13,9.42,-2.75,54,968,2.5,0
1989,11,14,16.15,-4.75,65,968,1.5,0.2
1989,11,15,11.51,-8.75,70,967,3.8,0.6
1989,11,16,11.68,-13.5,86,967,2.5,0.7
1989,11,17,10.95,-14.75,79,966,3.2,0.5
1989,11,18,10.12,-11.25,30,967,3.6,1.1
1989,11,19,11.14,-1.75,55,969,5.2,0.2
1989,11,20,9.49,-6.75,49,968,5.9,0.2
1989,11,21,8.69,-11.25,49,967,1.8,0
1989,11,22,8.08,-12.75,50,967,4.5,1.7
1989,11,23,6.60,-18,49,966,3.1,0
1989,11,24,6.93,-11.5,91,967,3.8,0
1989,11,25,6.18,-10.75,81,967,3.7,0
1989,11,26,8.10,-12.75,57,967,2,0.4
1989,11,27,7.80,-14.75,47,966,4.4,0
1989,11,28,7.98,-16.5,43,966,2.9,0
1989,11,29,5.94,-8.5,60,968,5.8,0.2
1989,11,30,5.99,-4.25,54,968,2.4,0
1989,12,1,7.06,-7.75,52,968,4.3,3.2
1989,12,2,8.88,-15.5,47,966,4.9,0
1989,12,3,6.20,-14.75,52,966,3.3,0
1989,12,4,7.14,-6,56,968,1.7,0
1989,12,5,8.26,-11.5,62,967,4.4,0
1989,12,6,9.16,-20.75,74,965,3.6,0
1989,12,7,6.21,-20.5,52,965,2.6,0.3
1989,12,8,8.31,-15.25,68,966,2.4,8.2
1989,12,9,7.69,-15.25,50,966,3.1,0
1989,12,10,8.81,-21.75,57,965,2.2,0
1989,12,11,9.76,-26,51,964,1.7,0
1989,12,12,7.92,-26,50,964,2,0
1989,12,13,7.31,-28.75,66,964,2.6,0.9
1989,12,14,7.04,-24.25,54,965,3.8,0.2
1989,12,15,8.10,-21.25,46,965,3.3,0.2
1989,12,16,8.11,-18.25,54,966,1.8,0
1989,12,17,8.21,-22.5,65,965,1.6,0.3
1989,12,18,8.95,-28,62,964,1.1,0
1989,12,19,8.59,-29.75,78,964,1.8,0
1989,12,20,6.32,-33.75,77,963,3,0.2
1989,12,21,7.40,-31,73,963,2.9,0.2
1989,12,22,6.84,-25,55,965,2.4,0.2
1989,12,23,8.69,-20.5,48,965,5,1.1
1989,12,24,7.63,-7.5,48,968,3.1,3.6
1989,12,25,7.55,-18.75,49,966,4.6,0.2
1989,12,26,9.13,-21.75,48,965,2.8,0.6
1989,12,27,9.05,-14,48,967,1.9,1.4
1989,12,28,9.33,-16.75,58,966,3.5,0
1989,12,29,10.04,-15.5,43,966,1.9,0.1
1989,12,30,9.76,-14,64,967,3.1,0.8
1989,12,31,10.06,-11,65,967,2.5,0
1990,1,1,9.35,-14,57,967,4.8,0
1990,1,2,12.74,-5.5,57,968,2.4,2.7
1990,1,3,11.25,-9,65,967,2.9,0.2
1990,1,4,12.88,-19,57,966,2,0
1990,1,5,12.54,-19.25,91,966,1.6,0
1990,1,6,10.71,-14.5,85,966,3.7,0
1990,1,7,9.81,-4,82,968,2.8,4.4
1990,1,8,11.99,-4.25,74,968,3.4,0.8
1990,1,9,11.46,-14.25,58,967,2.3,0.2
1990,1,10,10.80,-8.5,68,968,5.3,8.8
1990,1,11,10.19,-9.5,85,967,6.1,0.4
1990,1,12,13.03,-14.75,62,966,3.2,0
1990,1,13,14.70,-16,60,966,2.5,0
1990,1,14,11.94,-7.75,82,968,2.1,0
1990,1,15,12.74,-10.75,92,967,1.6,0
1990,1,16,14.31,-8.75,85,967,1.5,0
1990,1,17,13.79,-9.25,86,967,2.4,0.2
1990,1,18,13.67,-14.75,69,966,2.4,0
1990,1,19,15.00,-11.5,95,967,2.5,0
1990,1,20,12.97,-11.25,65,967,2.7,2.5
1990,1,21,10.10,-6,75,968,4.1,1.9
1990,1,22,12.19,-10.25,72,967,3.4,0
1990,1,23,9.99,-10,89,967,2.4,6
1990,1,24,11.03,-9,70,967,3.1,2
1990,1,25,12.37,-11.75,57,967,1,0.3
1990,1,26,12.51,-8,87,968,4.6,0.2
1990,1,27,12.12,-16.75,94,966,4.3,0
1990,1,28,13.27,-19.75,79,966,2.3,0
1990,1,29,14.25,-11.25,70,967,3,1.6
1990,1,30,13.01,-25,67,965,3.4,2
1990,1,31,16.64,-22,71,965,2.5,0
1990,2,1,17.59,-26.5,80,964,2.5,0
1990,2,2,16.32,-23,89,965,1.2,0
1990,2,3,17.99,-12.75,79,967,2.7,0
1990,2,4,15.34,-4.75,82,968,3.4,0
1990,2,5,16.88,-9.25,76,967,2.4,0
1990,2,6,16.36,-9.5,61,967,4,0
1990,2,7,15.25,-4.5,67,968,2.9,0
1990,2,8,18.36,-3.25,77,968,2.8,1
1990,2,9,18.14,-9,87,967,3.9,2
1990,2,10,19.93,-16.5,58,966,2.1,0
1990,2,11,18.44,-12.75,55,967,0.9,1.8
1990,2,12,22.93,-6,73,968,5.8,0
1990,2,13,18.69,-23.75,64,965,3.7,0
1990,2,14,18.31,-25.75,66,964,3.3,0
1990,2,15,15.30,-17,90,966,2.6,1.8
1990,2,16,24.25,-18.75,83,966,4.7,0
1990,2,17,14.75,-18.5,69,966,2.9,4.4
1990,2,18,19.45,-16.5,71,966,4.4,0.8
1990,2,19,19.77,-16.75,78,966,3.3,0
1990,2,20,15.29,-5.75,64,968,6.2,0
1990,2,21,22.02,-0.75,69,969,5.6,0.4
1990,2,22,18.80,-7.25,88,968,2.4,0.4
1990,2,23,18.17,-14.75,79,966,3.9,0
1990,2,24,21.36,-22,74,965,3.7,0
1990,2,25,26.36,-18.75,67,966,3.8,1.1
1990,2,26,24.40,-9.25,87,967,4.9,1.4
1990,2,27,23.37,-12.5,75,967,3.6,0
1990,2,28,25.04,-7,58,968,3.4,0
1990,3,1,26.70,-3.5,67,968,5.4,0
1990,3,2,22.77,-11.25,64,967,5.7,0
1990,3,3,20.79,-15.75,66,966,1.5,0
1990,3,4,23.68,-14,57,967,2.9,0
1990,3,5,21.66,-12.75,64,967,1.9,0
1990,3,6,15.26,-7.75,64,968,3,0
1990,3,7,24.36,-3,88,968,3.1,0
1990,3,8,17.39,-0.5,74,969,3.1,0
1990,3,9,12.77,3,74,969,5,0
1990,3,10,16.23,2,60,969,2.5,0
1990,3,11,20.23,2.25,58,969,3.1,0.8
1990,3,12,23.85,2.25,53,969,3.9,3.8
1990,3,13,15.59,3,62,969,3.8,0
1990,3,14,18.47,3,71,969,3.8,4.2
1990,3,15,22.51,3,64,969,4.9,16.4
1990,3,16,20.64,-2.75,77,968,5.2,3.3
1990,3,17,21.10,-8,99,968,5.1,0.6
1990,3,18,16.81,-12.75,74,967,3.6,0
1990,3,19,20.67,-9.5,75,967,3.8,0
1990,3,20,22.07,-1,75,969,2.9,0
1990,3,21,25.93,-2.75,89,968,2.5,3.6
1990,3,22,25.53,-13.5,84,967,5.5,0.5
1990,3,23,22.67,-16.5,77,966,3.8,0
1990,3,24,17.97,-10.75,84,967,5.9,0
1990,3,25,22.00,-7.75,76,968,5,0
1990,3,26,27.68,-11.75,77,967,2.3,0
1990,3,27,27.25,-5.5,72,968,1.4,0
1990,3,28,25.31,-2.25,75,969,1.8,0
1990,3,29,25.00,1,93,969,2.6,0
1990,3,30,20.92,7.25,98,970,5.1,0
1990,3,31,18.46,8.25,90,970,3.5,0
1990,4,1,20.27,-5,99,968,5.6,0
1990,4,2,22.16,-4.5,95,968,3,0
1990,4,3,19.99,-1.25,93,969,3.6,0
1990,4,4,26.05,-1.25,86,969,5,0
1990,4,5,31.85,-8.5,97,968,4.1,2
1990,4,6,30.08,-8.75,87,967,3.7,0
1990,4,7,26.33,-3.25,92,968,2.4,0.7
1990,4,8,24.05,-0.25,77,969,2.2,0
1990,4,9,27.18,3.5,83,969,3.5,0
1990,4,10,22.53,-4.5,74,968,4.4,0
1990,4,11,26.31,-7.25,87,968,3.2,0
1990,4,12,23.19,-1.5,75,969,3,0
1990,4,13,24.62,3,91,969,2.8,3.1
1990,4,14,28.72,-0.25,46,969,2.6,1
1990,4,15,26.42,-4,96,968,2,4
1990,4,16,25.10,-4.25,68,968,4.6,0
1990,4,17,26.29,-1.25,78,969,3.3,0
1990,4,18,27.05,6.25,84,970,4.9,0
1990,4,19,27.90,12.25,62,971,5.6,0
1990,4,20,28.72,10,53,970,1.9,0
1990,4,21,29.62,17.75,57,972,4.6,0
1990,4,22,29.25,18,70,972,NA,0
1990,4,23,29.08,18.5,87,972,4.6,0
1990,4,24,23.69,19.25,86,972,3.2,0
1990,4,25,32.69,20,78,972,4.2,2.2
1990,4,26,17.87,4.75,94,970,3,1.6
1990,4,27,15.72,0.25,91,969,5.6,0
1990,4,28,7.41,0,87,969,4.6,12
1990,4,29,11.21,-2.5,86,968,3.1,2.5
1990,4,30,23.39,-1.25,65,969,4.2,0.9
1990,5,1,26.30,-0.25,67,969,3.7,0.2
1990,5,2,38.89,2.75,80,969,2.8,0
1990,5,3,34.02,4.75,92,970,2.1,0.5
1990,5,4,34.26,10.75,59,971,2.5,0
1990,5,5,39.93,9.25,79,970,3.1,0.3
1990,5,6,38.68,12.5,99,971,3.8,0
1990,5,7,20.42,10.25,99,970,7.1,7.4
1990,5,8,9.65,6.5,91,970,2.6,0.4
1990,5,9,15.32,1.25,98,969,4.4,0.2
1990,5,10,40.23,4.75,91,970,3.2,0
1990,5,11,28.05,8.5,96,970,3.8,0
1990,5,12,41.42,6,95,970,2.9,0
1990,5,13,8.41,6,95,970,2.2,9.8
1990,5,14,40.87,7.25,87,970,1.8,0
1990,5,15,38.76,11,90,971,3.7,2.4
1990,5,16,5.80,8.5,87,970,3.2,1.6
1990,5,17,11.93,7.25,83,970,4.6,0.8
1990,5,18,32.09,7,84,970,2.8,0
1990,5,19,25.88,12,96,971,3.6,0
1990,5,20,27.44,12.75,98,971,2.8,0
1990,5,21,28.40,11.5,82,971,3.3,1.2
1990,5,22,26.26,13.25,87,971,2.8,0.1
1990,5,23,37.66,13.25,87,971,2.1,0
1990,5,24,39.95,14.5,84,971,2.9,0
1990,5,25,39.54,15.75,86,971,3,0
1990,5,26,40.18,16.75,89,971,2.8,0
1990,5,27,40.79,17.5,93,972,2.6,0
1990,5,28,40.69,13.25,90,971,4.5,0
1990,5,29,42.45,13.5,87,971,1.8,0
1990,5,30,42.11,15.75,93,971,2.5,0
1990,5,31,38.78,17.75,94,972,3.6,0
1990,6,1,21.14,18.25,94,972,4.1,14.6
1990,6,2,5.95,6.5,99,970,7.2,23.4
1990,6,3,34.18,7.25,94,970,6.5,0
1990,6,4,41.15,11,84,971,2.2,1.6
1990,6,5,6.59,9,84,970,3,8.1
1990,6,6,36.64,15.5,87,971,3.9,0
1990,6,7,35.27,18,87,972,3,7.4
1990,6,8,12.55,15,84,971,2.6,2.6
1990,6,9,31.11,16.5,82,971,2.4,0
1990,6,10,41.71,18.75,94,972,2.4,0
1990,6,11,18.75,20.25,98,972,5.8,10.4
1990,6,12,32.37,19.25,87,972,3.1,0
1990,6,13,29.51,17.5,88,972,2.8,5
1990,6,14,23.78,12,99,971,2.8,0.6
1990,6,15,27.66,11.5,64,971,1.2,0
1990,6,16,34.60,17,94,971,2,17
1990,6,17,5.50,14.5,91,971,4.2,26.7
1990,6,18,33.79,19,87,972,2.4,0
1990,6,19,11.02,15.75,91,971,1.4,16
1990,6,20,7.93,13.75,78,971,1.6,6
1990,6,21,11.29,14.5,70,971,2.4,21
1990,6,22,32.13,16.5,83,971,3.4,0.8
1990,6,23,35.95,15.75,83,971,2,0
1990,6,24,35.30,18.25,92,972,1.9,0
1990,6,25,37.33,21.75,93,972,3.2,7.6
1990,6,26,37.90,18.25,89,972,2.1,0
1990,6,27,33.90,19.75,90,972,2.3,0
1990,6,28,11.74,18.75,89,972,2.1,0.4
1990,6,29,35.32,22.5,84,972,2.1,0
1990,6,30,41.43,18.75,90,972,2.8,0
1990,7,1,31.09,20.5,95,972,3.4,0
1990,7,2,34.72,24,98,972,2.6,2.8
1990,7,3,7.75,20,99,972,3.1,0.4
1990,7,4,28.44,18,93,972,3.3,9.6
1990,7,5,28.36,15,87,971,2.1,0
1990,7,6,26.18,17.5,92,972,2.6,17.2
1990,7,7,8.88,16.25,97,971,3.8,18.8
1990,7,8,34.49,18.5,97,972,3.5,0
1990,7,9,40.73,18.75,98,972,3.5,0
1990,7,10,40.57,16.25,95,971,2.2,0
1990,7,11,37.18,17.25,92,971,3.1,0
1990,7,12,40.72,18.5,85,972,1.8,0
1990,7,13,40.26,19,86,972,2.8,0
1990,7,14,40.29,19.75,90,972,3,0
1990,7,15,31.41,20,91,972,2.7,0
1990,7,16,33.97,20.25,89,972,2.4,1.8
1990,7,17,26.39,20,73,972,3.7,7.6
1990,7,18,29.80,17,61,971,3.3,0
1990,7,19,38.17,17.5,62,972,2.9,0
1990,7,20,31.81,17,67,971,2.6,1.2
1990,7,21,25.87,15.5,74,971,2.5,0
1990,7,22,32.89,18.5,88,972,2.1,0
1990,7,23,39.00,19.25,94,972,2.2,0
1990,7,24,38.56,20.5,95,972,3.3,0
1990,7,25,39.20,22.5,92,972,2.4,0
1990,7,26,14.49,20.75,90,972,3.8,1.8
1990,7,27,8.46,19,95,972,3.7,14.3
1990,7,28,24.61,22.75,92,972,3.9,0
1990,7,29,29.50,17.25,94,971,3.7,0
1990,7,30,35.23,15.75,93,971,2.1,0
1990,7,31,40.77,18.5,88,972,3.6,0
1990,8,1,35.78,22.5,87,972,4.8,0
1990,8,2,28.67,22.75,87,972,5,0
1990,8,3,28.04,22.25,91,972,2.9,0.6
1990,8,4,26.79,16.75,89,971,3.9,0
1990,8,5,26.24,16.25,92,971,1.9,0.2
1990,8,6,37.34,20.25,89,972,2.9,0
1990,8,7,38.90,22.5,75,972,3.6,0
1990,8,8,32.14,23,87,972,3.9,4
1990,8,9,29.08,19.25,84,972,2.9,0
1990,8,10,20.89,15,84,971,3.1,0.2
1990,8,11,29.40,13.25,87,971,1.7,0
1990,8,12,28.45,15,87,971,1.9,2.2
1990,8,13,35.48,17,84,971,5.2,0
1990,8,14,34.88,18,94,972,3.7,0
1990,8,15,30.76,17,86,971,2.1,3
1990,8,16,30.63,21,89,972,3.7,7
1990,8,17,34.66,16.25,89,971,4.4,0
1990,8,18,26.70,15.25,88,971,5.9,0
1990,8,19,33.28,15.75,86,971,3.1,0
1990,8,20,36.20,17.25,84,971,1.7,0
1990,8,21,39.77,19.5,87,972,2.1,0
1990,8,22,36.75,21,76,972,3.2,0
1990,8,23,7.39,19.75,71,972,4,6
1990,8,24,36.61,23.5,69,972,1.9,0
1990,8,25,27.93,21,82,972,2.5,0
1990,8,26,25.04,21,87,972,2.7,0.2
1990,8,27,25.91,20.5,84,972,2.8,12
1990,8,28,27.69,16.75,80,971,3.1,0.4
1990,8,29,35.70,18.75,86,972,2.8,0
1990,8,30,36.80,21,68,972,1.2,0.2
1990,8,31,33.25,23.25,78,972,4.2,0
1990,9,1,14.95,16.5,82,971,2.8,1.6
1990,9,2,35.81,17.75,55,972,2.9,0
1990,9,3,23.70,22.25,49,972,5.3,7
1990,9,4,33.04,18.5,60,972,3.2,0
1990,9,5,32.67,18.25,65,972,3.7,0.2
1990,9,6,30.43,20,93,972,3.5,0
1990,9,7,34.79,12.5,87,971,3.3,0
1990,9,8,29.20,19.5,67,972,4.3,0
1990,9,9,20.80,15,60,971,2.4,0
1990,9,10,31.80,14,65,971,2.6,1.8
1990,9,11,12.05,17.5,56,972,3.9,0.6
1990,9,12,11.41,11.75,56,971,4.8,0
1990,9,13,9.86,15.5,74,971,4.1,0.8
1990,9,14,22.89,10.25,60,970,3.1,1
1990,9,15,16.07,10.75,91,971,4.8,0
1990,9,16,16.12,7.5,88,970,2.2,0.2
1990,9,17,20.19,9.75,59,970,4.3,7.6
1990,9,18,10.52,12,71,971,3.3,2.4
1990,9,19,33.71,12,51,971,2.8,0
1990,9,20,14.90,11.75,54,971,1.8,8
1990,9,21,12.24,8.25,77,970,3.7,8.4
1990,9,22,19.63,5.75,60,970,4.9,0.8
1990,9,23,31.95,7.5,62,970,3.6,0
1990,9,24,21.80,14.5,94,971,3.6,0
1990,9,25,29.40,15.25,92,971,3,0
1990,9,26,22.01,15.5,81,971,3.2,0
1990,9,27,16.91,9.25,60,970,3,0.8
1990,9,28,17.23,7.75,76,970,2.2,1.2
1990,9,29,10.53,6,58,970,2.6,0
1990,9,30,22.82,6.5,70,970,2.5,2.6
1990,10,1,25.27,10.25,66,970,2.8,0
1990,10,2,20.84,11.5,49,971,3.8,5.2
1990,10,3,9.16,9.75,75,970,3.2,1
1990,10,4,10.67,5,57,970,NA,0
1990,10,5,19.84,6.25,61,970,2.2,0.9
1990,10,6,20.93,2.25,54,969,3.2,0
1990,10,7,17.28,1.5,63,969,2.1,0
1990,10,8,24.73,4.75,41,970,2.6,0
1990,10,9,26.77,5.75,46,970,2.9,0
1990,10,10,25.51,6.75,55,970,5.4,0
1990,10,11,20.14,6,55,970,3.8,0
1990,10,12,27.45,4,58,970,2.9,0
1990,10,13,8.66,7.5,60,970,4.2,4
1990,10,14,21.77,6.75,67,970,1.8,0
1990,10,15,19.63,4,67,970,2.3,0
1990,10,16,19.91,4.25,81,970,2,0
1990,10,17,8.63,-0.5,56,969,6.1,0
1990,10,18,15.20,0.5,66,969,3.2,0
1990,10,19,9.78,0.5,61,969,4.2,4
1990,10,20,4.22,2,70,969,2.1,0.4
1990,10,21,14.12,1.5,61,969,3.7,0
1990,10,22,13.83,4.5,67,970,NA,0.2
1990,10,23,5.08,0.5,62,969,1.5,1.2
1990,10,24,5.32,0.25,74,969,1.9,0.4
1990,10,25,17.47,2.5,52,969,4,0
1990,10,26,17.88,9,50,970,4.2,5.8
1990,10,27,9.50,-0.5,58,969,5.6,0
1990,10,28,20.12,-0.25,65,969,3.3,0
1990,10,29,12.22,4.5,61,970,2.4,0
1990,10,30,20.36,7,91,970,2,0
1990,10,31,14.88,7.5,83,970,3.6,0
1990,11,1,7.42,10.5,56,971,1.6,0.6
1990,11,2,3.54,1.75,90,969,3.9,0
1990,11,3,8.25,-1.5,66,969,NA,0.2
1990,11,4,8.70,-3.75,59,968,2.3,0
1990,11,5,9.96,-1.75,52,969,3.2,0
1990,11,6,8.66,-6,57,968,3.4,0
1990,11,7,12.86,-3.5,56,968,4.1,0
1990,11,8,16.00,-0.75,51,969,5.2,2.2
1990,11,9,17.30,-2.5,57,968,4.5,0
1990,11,10,11.20,-6.25,70,968,3.7,0
1990,11,11,14.35,-6.25,83,968,4.9,0
1990,11,12,14.92,-7,80,968,2.4,0
1990,11,13,9.07,-2.25,56,969,4.7,0
1990,11,14,8.03,4.5,51,970,4.1,0
1990,11,15,9.62,2.75,49,969,1.9,0
1990,11,16,8.65,1,52,969,2.8,0
1990,11,17,8.72,3,51,969,4.1,0
1990,11,18,8.23,1,49,969,3,0
1990,11,19,8.73,-0.5,47,969,2.5,0
1990,11,20,9.49,4.75,49,970,4.5,3.8
1990,11,21,8.69,6.75,61,970,5.3,6.2
1990,11,22,8.08,-6.5,53,968,NA,7.7
1990,11,23,6.60,-11.5,65,967,NA,0.3
1990,11,24,6.93,-10.75,56,967,2.9,2.9
1990,11,25,6.18,-16.25,48,966,2.2,0.4
1990,11,26,8.10,-13.5,68,967,3.7,0
1990,11,27,7.80,-9.25,75,967,3.7,0.4
1990,11,28,7.98,-10.25,70,967,3.2,0
1990,11,29,5.94,-8,94,968,3.8,0
1990,11,30,5.99,-1.25,66,969,NA,0
1990,12,1,7.06,-15.75,63,966,3.6,0
1990,12,2,8.88,-18,58,966,1.5,0
1990,12,3,6.20,-14.5,50,966,2.8,0
1990,12,4,7.14,-13,65,967,3.8,0
1990,12,5,8.26,-5,69,968,5.5,0
1990,12,6,9.16,-8.5,48,968,2.6,0
1990,12,7,6.21,-4.25,37,968,2.7,0
1990,12,8,8.31,-1.25,39,969,3.2,0
1990,12,9,7.69,0,50,969,4.2,0
1990,12,10,8.81,-8.5,59,968,1.8,0
1990,12,11,9.76,-5.25,56,968,2.6,7.6
1990,12,12,7.92,-5,85,968,3.7,1.9
1990,12,13,7.31,-13,62,967,3.4,1
1990,12,14,7.04,-8.75,45,967,3.5,0
1990,12,15,8.10,-7.25,75,968,2.2,0
1990,12,16,8.11,-6.25,51,968,3.7,0
1990,12,17,8.21,-19,37,966,2.6,0
1990,12,18,8.95,-20.5,32,965,4.2,0
1990,12,19,8.59,-21.5,72,965,3.6,9.8
1990,12,20,6.32,-19.75,60,966,5.1,1.6
1990,12,21,7.40,-27,56,964,4.8,7.2
1990,12,22,6.84,-26.25,52,964,3.1,0
1990,12,23,8.69,-28,94,964,3.9,0.3
1990,12,24,7.63,-24.5,57,965,2.3,0.6
1990,12,25,7.55,-31.5,43,963,3.4,0
1990,12,26,9.13,-27.5,48,964,3.2,0
1990,12,27,9.05,-18,49,966,6,2.2
1990,12,28,9.33,-16,49,966,4.5,2.4
1990,12,29,10.04,-28.5,54,964,3.1,0
1990,12,30,9.76,-33.25,52,963,2.3,0
1990,12,31,10.06,-26.25,57,964,2.2,0.4
1991,1,1,9.35,-25.75,76,964,2.4,0
1991,1,2,12.74,-27.75,62,964,3.7,0
1991,1,3,11.25,-24.25,65,965,4.1,0
1991,1,4,12.88,-19.75,64,966,4,0
1991,1,5,12.54,-19.5,61,966,2.1,0
1991,1,6,10.71,-27.25,58,964,1.6,0
1991,1,7,9.81,-25,79,965,1.8,6.3
1991,1,8,11.99,-19.25,89,966,2.5,0
1991,1,9,11.46,-29.5,59,964,1.5,0
1991,1,10,10.80,-22.25,56,965,2.9,7
1991,1,11,10.19,-18,63,966,1.7,0.2
1991,1,12,13.03,-14,52,967,2,0.5
1991,1,13,14.70,-9.25,50,967,2.5,1
1991,1,14,11.94,-10.75,53,967,1.5,0.2
1991,1,15,12.74,-10.75,83,967,1.9,0
1991,1,16,14.31,-7,54,968,3.2,1
1991,1,17,13.79,-12.5,53,967,3.6,0
1991,1,18,13.67,-4.5,60,968,3.1,0.5
1991,1,19,15.00,-10,57,967,4.9,0.6
1991,1,20,12.97,-24,64,965,3.1,0
1991,1,21,10.10,-19.75,64,966,2.9,3
1991,1,22,12.19,-13.5,68,967,5.4,4.2
1991,1,23,9.99,-23,63,965,4.1,0
1991,1,24,11.03,-28.5,58,964,2.4,0
1991,1,25,12.37,-21.25,57,965,3.4,2.8
1991,1,26,12.51,-18.5,87,966,4.2,2.4
1991,1,27,12.12,-19.25,62,966,3.3,0
1991,1,28,13.27,-28.75,59,964,3.1,0
1991,1,29,14.25,-26.75,90,964,3.4,0.2
1991,1,30,13.01,-21.5,59,965,2.5,1
1991,1,31,16.64,-20.5,60,965,1.5,0.2
1991,2,1,17.59,-12.25,61,967,4.4,0
1991,2,2,16.32,0.5,75,969,4.6,0
1991,2,3,17.99,3.75,59,969,3.9,0
1991,2,4,15.34,3.25,76,969,2.4,0
1991,2,5,16.88,1,89,969,2.9,0
1991,2,6,16.36,2.5,95,969,3.9,0
1991,2,7,15.25,0.75,75,969,5,0
1991,2,8,18.36,3,63,969,3.4,0
1991,2,9,18.14,-7.25,65,968,4.4,0
1991,2,10,19.93,-18,90,966,4.1,0
1991,2,11,18.44,-16,77,966,2.5,0
1991,2,12,22.93,-10.25,76,967,3.3,0
1991,2,13,18.69,-12.5,95,967,2.8,1.3
1991,2,14,18.31,-21.75,75,965,4.7,0
1991,2,15,15.30,-20.25,71,965,3.3,0
1991,2,16,24.25,-11,64,967,3.3,0
1991,2,17,14.75,-11.25,82,967,1.8,0
1991,2,18,19.45,-9.25,93,967,1.8,0.8
1991,2,19,19.77,-6,91,968,2.6,2.8
1991,2,20,15.29,-8.75,85,967,2.1,0.4
1991,2,21,22.02,-5.5,79,968,3.1,0
1991,2,22,18.80,-20.25,62,965,2.6,0
1991,2,23,18.17,-18.5,63,966,1.2,0
1991,2,24,21.36,-16.5,63,966,2.3,0
1991,2,25,26.36,-15,69,966,1.2,0
1991,2,26,24.40,-12.25,88,967,1.3,0
1991,2,27,23.37,-14.5,75,966,2.1,0
1991,2,28,25.04,-12.5,81,967,2.3,6.4
1991,3,1,26.70,-14.25,89,967,3.6,0.6
1991,3,2,22.77,-23,85,965,2.8,0
1991,3,3,20.79,-15.5,76,966,3.1,0
1991,3,4,23.68,-5.25,94,968,3.2,2.6
1991,3,5,21.66,-2.5,93,968,3.7,9.2
